"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"Activation of SMO"	"Activation of SMO"	18	18	4	0.222222222222222	0.105263157894737	6	6	2	0	0.377513983331081	1
"Adrenoceptors"	"Adrenoceptors"	9	9	2	0.222222222222222	0.0350877192982456	2	2	1	0	0.327001917515612	1
"Attenuation phase"	"Attenuation phase"	27	27	6	0.222222222222222	0.245614035087719	14	15	8	0	0.401961508463421	1
"COPII (Coat Protein 2) Mediated Vesicle Transport"	"COPII (Coat Protein 2) Mediated Vesicle Transport"	9	9	2	0.222222222222222	0.0701754385964912	4	5	3	0	0.327001917515612	1
"Ca2+ activated K+ channels"	"Ca2+ activated K+ channels"	9	9	2	0.222222222222222	0.0175438596491228	1	2	1	0	0.327001917515612	1
"ER to Golgi Transport"	"ER to Golgi Transport"	9	9	2	0.222222222222222	0.0701754385964912	4	5	3	0	0.327001917515612	1
"Entry of Influenza Virion into Host Cell via Endocytosis"	"Entry of Influenza Virion into Host Cell via Endocytosis"	9	9	2	0.222222222222222	0.0350877192982456	2	2	1	0	0.327001917515612	1
"Gamma-carboxylation of protein precursors"	"Gamma-carboxylation of protein precursors"	9	9	2	0.222222222222222	0.0526315789473684	3	3	2	0	0.327001917515612	1
"Keratan sulfate biosynthesis"	"Keratan sulfate biosynthesis"	27	27	6	0.222222222222222	0.105263157894737	6	6	1	0	0.401961508463421	1
"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha"	"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha"	18	18	4	0.222222222222222	0.0701754385964912	4	4	1	0	0.377513983331081	1
"Pregnenolone biosynthesis"	"Pregnenolone biosynthesis"	9	9	2	0.222222222222222	0.0350877192982456	2	3	2	0	0.327001917515612	1
"Processing and activation of SUMO"	"Processing and activation of SUMO"	9	9	2	0.222222222222222	0.0526315789473684	3	3	2	0	0.327001917515612	1
"Prostanoid ligand receptors"	"Prostanoid ligand receptors"	9	9	2	0.222222222222222	0.0350877192982456	2	2	1	0	0.327001917515612	1
"S6K1-mediated signalling"	"S6K1-mediated signalling"	9	9	2	0.222222222222222	0.0526315789473684	3	3	2	0	0.327001917515612	1
"SUMOylation"	"SUMOylation"	9	9	2	0.222222222222222	0.0526315789473684	3	3	2	0	0.327001917515612	1
"Sodium/Proton exchangers"	"Sodium/Proton exchangers"	9	9	2	0.222222222222222	0.0350877192982456	2	2	1	0	0.327001917515612	1
"Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)"	"Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)"	9	9	2	0.222222222222222	0.0526315789473684	3	3	2	0	0.327001917515612	1
"Synthesis of PIPs at the Golgi membrane"	"Synthesis of PIPs at the Golgi membrane"	18	18	4	0.222222222222222	0.087719298245614	5	5	2	0	0.377513983331081	1
"Toxicity of botulinum toxin type A (BoNT/A)"	"Toxicity of botulinum toxin type A (BoNT/A)"	9	9	2	0.222222222222222	0.0350877192982456	2	2	1	0	0.327001917515612	1
"Unfolded Protein Response (UPR)"	"Unfolded Protein Response (UPR)"	81	81	18	0.222222222222222	0.263157894736842	15	20	2	0	0.453251414895909	1
"Cellular responses to stress"	"Cellular responses to stress"	248	248	55	0.221774193548387	0.684210526315789	39	76	8	0	0.499201157327836	1
"Gastrin-CREB signalling pathway via PKC and MAPK"	"Gastrin-CREB signalling pathway via PKC and MAPK"	217	217	48	0.221198156682028	0.719298245614035	41	75	15	0	0.502609891218427	1
"Gene Expression"	"Gene Expression"	1164	1164	257	0.220790378006873	0.929824561403509	53	323	5	0	0.598761562431491	1
"Degradation of GLI1 by the proteasome"	"Degradation of GLI1 by the proteasome"	59	59	13	0.220338983050847	0.210526315789474	12	14	2	0	0.453944178699811	1
"Signaling by Wnt"	"Signaling by Wnt"	286	286	63	0.22027972027972	0.684210526315789	39	92	8	0	0.529017836074785	1
"Oxidative Stress Induced Senescence"	"Oxidative Stress Induced Senescence"	91	91	20	0.21978021978022	0.298245614035088	17	25	3	0	0.479992765571122	1
"DNA methylation"	"DNA methylation"	32	32	7	0.21875	0.140350877192982	8	8	2	0	0.42934644142628	1
"DNA strand elongation"	"DNA strand elongation"	32	32	7	0.21875	0.12280701754386	7	7	1	0	0.42934644142628	1
"Keratan sulfate/keratin metabolism"	"Keratan sulfate/keratin metabolism"	32	32	7	0.21875	0.12280701754386	7	7	1	0	0.42934644142628	1
"TGF-beta receptor signaling activates SMADs"	"TGF-beta receptor signaling activates SMADs"	32	32	7	0.21875	0.105263157894737	6	7	1	0	0.42934644142628	1
"Signal Transduction"	"Signal Transduction"	2062	2062	449	0.217749757516974	0.982456140350877	56	592	15	0	0.781055547346633	1
"FGFR ligand binding and activation"	"FGFR ligand binding and activation"	23	23	5	0.217391304347826	0.157894736842105	9	9	5	0	0.413749300571592	1
"Glucose metabolism"	"Glucose metabolism"	69	69	15	0.217391304347826	0.175438596491228	10	15	1	0	0.485061089307774	1
"Separation of Sister Chromatids"	"Separation of Sister Chromatids"	161	161	35	0.217391304347826	0.350877192982456	20	38	2	0	0.537288216743908	1
"Cytochrome P450 - arranged by substrate type"	"Cytochrome P450 - arranged by substrate type"	60	60	13	0.216666666666667	0.192982456140351	11	16	2	0	0.481877230279086	1
"Cellular response to heat stress"	"Cellular response to heat stress"	51	51	11	0.215686274509804	0.333333333333333	19	22	8	0	0.478064932684558	1
"Adrenaline,noradrenaline inhibits insulin secretion"	"Adrenaline,noradrenaline inhibits insulin secretion"	28	28	6	0.214285714285714	0.12280701754386	7	7	2	0	0.442800234042727	1
"Golgi Cisternae Pericentriolar Stack Reorganization"	"Golgi Cisternae Pericentriolar Stack Reorganization"	14	14	3	0.214285714285714	0.087719298245614	5	5	3	0	0.386455582640843	1
"Regulation of pyruvate dehydrogenase (PDH) complex"	"Regulation of pyruvate dehydrogenase (PDH) complex"	14	14	3	0.214285714285714	0.0526315789473684	3	3	1	0	0.386455582640843	1
"Removal of the Flap Intermediate"	"Removal of the Flap Intermediate"	14	14	3	0.214285714285714	0.0526315789473684	3	3	1	0	0.386455582640843	1
"Synthesis of PA"	"Synthesis of PA"	28	28	6	0.214285714285714	0.12280701754386	7	7	2	0	0.442800234042727	1
"TRAF3-dependent IRF activation pathway"	"TRAF3-dependent IRF activation pathway"	14	14	3	0.214285714285714	0.228070175438596	13	13	8	0	0.386455582640843	1
"Diseases of glycosylation"	"Diseases of glycosylation"	226	226	48	0.212389380530973	0.526315789473684	30	54	3	0	0.631029640448491	1
"Purine metabolism"	"Purine metabolism"	33	33	7	0.212121212121212	0.105263157894737	6	7	1	0	0.467076602262919	1
"Citric acid cycle (TCA cycle)"	"Citric acid cycle (TCA cycle)"	19	19	4	0.210526315789474	0.087719298245614	5	5	2	0	0.427139300302798	1
"Prostacyclin signalling through prostacyclin receptor"	"Prostacyclin signalling through prostacyclin receptor"	19	19	4	0.210526315789474	0.0701754385964912	4	4	1	0	0.427139300302798	1
"Signaling by NODAL"	"Signaling by NODAL"	19	19	4	0.210526315789474	0.0701754385964912	4	4	1	0	0.427139300302798	1
"Synthesis of PC"	"Synthesis of PC"	19	19	4	0.210526315789474	0.0701754385964912	4	5	2	0	0.427139300302798	1
"Transport of vitamins, nucleosides, and related molecules"	"Transport of vitamins, nucleosides, and related molecules"	38	38	8	0.210526315789474	0.12280701754386	7	9	2	0	0.487961495707004	1
"RNA Polymerase II Pre-transcription Events"	"RNA Polymerase II Pre-transcription Events"	62	62	13	0.209677419354839	0.228070175438596	13	17	3	0	0.536835157262029	1
"HIV Transcription Initiation"	"HIV Transcription Initiation"	43	43	9	0.209302325581395	0.175438596491228	10	11	2	0	0.506317193111205	1
"Iron uptake and transport"	"Iron uptake and transport"	43	43	9	0.209302325581395	0.12280701754386	7	10	2	0	0.506317193111205	1
"Mitotic Anaphase"	"Mitotic Anaphase"	172	172	36	0.209302325581395	0.350877192982456	20	39	2	0	0.64192585167565	1
"Pyruvate metabolism and Citric Acid (TCA) cycle"	"Pyruvate metabolism and Citric Acid (TCA) cycle"	43	43	9	0.209302325581395	0.175438596491228	10	10	2	0	0.506317193111205	1
"RNA Polymerase II HIV Promoter Escape"	"RNA Polymerase II HIV Promoter Escape"	43	43	9	0.209302325581395	0.175438596491228	10	11	2	0	0.506317193111205	1
"RNA Polymerase II Promoter Escape"	"RNA Polymerase II Promoter Escape"	43	43	9	0.209302325581395	0.175438596491228	10	11	2	0	0.506317193111205	1
"RNA Polymerase II Transcription Initiation"	"RNA Polymerase II Transcription Initiation"	43	43	9	0.209302325581395	0.175438596491228	10	11	2	0	0.506317193111205	1
"RNA Polymerase II Transcription Initiation And Promoter Clearance"	"RNA Polymerase II Transcription Initiation And Promoter Clearance"	43	43	9	0.209302325581395	0.175438596491228	10	11	2	0	0.506317193111205	1
"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"	"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"	43	43	9	0.209302325581395	0.175438596491228	10	11	2	0	0.506317193111205	1
"DNA Repair"	"DNA Repair"	115	115	24	0.208695652173913	0.315789473684211	18	27	2	0	0.6053763893728	1
"Fanconi Anemia pathway"	"Fanconi Anemia pathway"	24	24	5	0.208333333333333	0.087719298245614	5	6	2	0	0.458087885724302	1
"Mitotic Metaphase and Anaphase"	"Mitotic Metaphase and Anaphase"	173	173	36	0.208092485549133	0.350877192982456	20	39	2	0	0.657050667058741	1
"G alpha (i) signalling events"	"G alpha (i) signalling events"	236	236	49	0.207627118644068	0.508771929824561	29	56	3	0	0.700811105882247	1
"PIWI-interacting RNA (piRNA) biogenesis"	"PIWI-interacting RNA (piRNA) biogenesis"	29	29	6	0.206896551724138	0.105263157894737	6	7	2	0	0.483134536684635	1
"SHC-mediated cascade"	"SHC-mediated cascade"	29	29	6	0.206896551724138	0.175438596491228	10	10	5	0	0.483134536684635	1
"Transcription"	"Transcription"	203	203	42	0.206896551724138	0.43859649122807	25	53	3	0	0.691030586959048	1
"Transferrin endocytosis and recycling"	"Transferrin endocytosis and recycling"	29	29	6	0.206896551724138	0.087719298245614	5	6	1	0	0.483134536684635	1
"G alpha (q) signalling events"	"G alpha (q) signalling events"	189	189	39	0.206349206349206	0.596491228070175	34	61	15	0	0.688654439191223	1
"Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)"	"Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Defective CYP11B1 causes Adrenal hyperplasia 4 (AH4)"	"Defective CYP11B1 causes Adrenal hyperplasia 4 (AH4)"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Defective CYP11B2 causes Corticosterone methyloxidase 1 deficiency (CMO-1 deficiency)"	"Defective CYP11B2 causes Corticosterone methyloxidase 1 deficiency (CMO-1 deficiency)"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)"	"Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Defective CYP19A1 causes Aromatase excess syndrome (AEXS)"	"Defective CYP19A1 causes Aromatase excess syndrome (AEXS)"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Defective CYP1B1 causes Glaucoma"	"Defective CYP1B1 causes Glaucoma"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3)"	"Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3)"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)"	"Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA)"	"Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA)"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Defective CYP26C1 causes Focal facial dermal dysplasia 4 (FFDD4)"	"Defective CYP26C1 causes Focal facial dermal dysplasia 4 (FFDD4)"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX)"	"Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX)"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Defective CYP27B1 causes Rickets vitamin D-dependent 1A (VDDR1A)"	"Defective CYP27B1 causes Rickets vitamin D-dependent 1A (VDDR1A)"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Defective CYP2R1 causes Rickets vitamin D-dependent 1B (VDDR1B)"	"Defective CYP2R1 causes Rickets vitamin D-dependent 1B (VDDR1B)"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Defective CYP2U1 causes Spastic paraplegia 56, autosomal recessive (SPG56)"	"Defective CYP2U1 causes Spastic paraplegia 56, autosomal recessive (SPG56)"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Defective CYP4F22 causes Ichthyosis, congenital, autosomal recessive 5 (ARCI5)"	"Defective CYP4F22 causes Ichthyosis, congenital, autosomal recessive 5 (ARCI5)"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Defective CYP7B1 causes Spastic paraplegia 5A, autosomal recessive (SPG5A) and Congenital bile acid synthesis defect 3 (CBAS3)"	"Defective CYP7B1 causes Spastic paraplegia 5A, autosomal recessive (SPG5A) and Congenital bile acid synthesis defect 3 (CBAS3)"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Defective FMO3 causes Trimethylaminuria (TMAU)"	"Defective FMO3 causes Trimethylaminuria (TMAU)"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Defective MAOA causes Brunner syndrome (BRUNS)"	"Defective MAOA causes Brunner syndrome (BRUNS)"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD)"	"Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD)"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Formation of Fibrin Clot (Clotting Cascade)"	"Formation of Fibrin Clot (Clotting Cascade)"	39	39	8	0.205128205128205	0.175438596491228	10	10	2	0	0.522523984227409	1
"Phase 1 - Functionalization of compounds"	"Phase 1 - Functionalization of compounds"	78	78	16	0.205128205128205	0.228070175438596	13	19	2	0	0.596254449282532	1
"Metabolism"	"Metabolism"	1565	1565	321	0.205111821086262	0.947368421052632	54	398	15	0	0.977058254859322	1
"Adaptive Immune System"	"Adaptive Immune System"	654	654	134	0.204892966360856	0.87719298245614	50	195	15	0	0.882031637822796	1
"Peptide hormone metabolism"	"Peptide hormone metabolism"	83	83	17	0.204819277108434	0.210526315789474	12	23	3	0	0.605846609416754	1
"Amino acid and oligopeptide SLC transporters"	"Amino acid and oligopeptide SLC transporters"	49	49	10	0.204081632653061	0.175438596491228	10	11	2	0	0.553229725933112	1
"GLI3 is processed to GLI3R by the proteasome"	"GLI3 is processed to GLI3R by the proteasome"	59	59	12	0.203389830508475	0.192982456140351	11	12	1	0	0.578581224402976	1
"TCR signaling"	"TCR signaling"	64	64	13	0.203125	0.473684210526316	27	32	15	0	0.589815611367439	1
"RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription"	"RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription"	114	114	23	0.201754385964912	0.280701754385965	16	29	3	0	0.672427350383088	1
"Assembly of the primary cilium"	"Assembly of the primary cilium"	179	179	36	0.201117318435754	0.43859649122807	25	49	4	0	0.740783617458678	1
"ADP signalling through P2Y purinoceptor 1"	"ADP signalling through P2Y purinoceptor 1"	25	25	5	0.2	0.12280701754386	7	7	2	0	0.501548798012531	1
"ATF4 activates genes"	"ATF4 activates genes"	25	25	5	0.2	0.087719298245614	5	5	1	0	0.501548798012531	1
"ATM mediated phosphorylation of repair proteins"	"ATM mediated phosphorylation of repair proteins"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"ATM mediated response to DNA double-strand break"	"ATM mediated response to DNA double-strand break"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"Abacavir metabolism"	"Abacavir metabolism"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"Activation of BAD and translocation to mitochondria"	"Activation of BAD and translocation to mitochondria"	15	15	3	0.2	0.0526315789473684	3	3	1	0	0.442835938395881	1
"Activation of BH3-only proteins"	"Activation of BH3-only proteins"	25	25	5	0.2	0.087719298245614	5	5	1	0	0.501548798012531	1
"Activation of G protein gated Potassium channels"	"Activation of G protein gated Potassium channels"	25	25	5	0.2	0.105263157894737	6	6	2	0	0.501548798012531	1
"Activation of PPARGC1A (PGC-1alpha) by phosphorylation"	"Activation of PPARGC1A (PGC-1alpha) by phosphorylation"	10	10	2	0.2	0.0350877192982456	2	2	1	0	0.39562980877232	1
"Activation of RAS in B cells"	"Activation of RAS in B cells"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"Activation of caspases through apoptosome-mediated cleavage"	"Activation of caspases through apoptosome-mediated cleavage"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"Activation of the AP-1 family of transcription factors"	"Activation of the AP-1 family of transcription factors"	10	10	2	0.2	0.0701754385964912	4	4	3	0	0.39562980877232	1
"Acyl chain remodelling of PC"	"Acyl chain remodelling of PC"	25	25	5	0.2	0.12280701754386	7	7	2	0	0.501548798012531	1
"Amine compound SLC transporters"	"Amine compound SLC transporters"	30	30	6	0.2	0.105263157894737	6	6	1	0	0.522598004463446	1
"Arachidonic acid metabolism"	"Arachidonic acid metabolism"	50	50	10	0.2	0.210526315789474	12	13	2	0	0.582977232085152	1
"Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA"	"Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"Beta oxidation of hexanoyl-CoA to butanoyl-CoA"	"Beta oxidation of hexanoyl-CoA to butanoyl-CoA"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"Beta oxidation of octanoyl-CoA to hexanoyl-CoA"	"Beta oxidation of octanoyl-CoA to hexanoyl-CoA"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"Bile acid and bile salt metabolism"	"Bile acid and bile salt metabolism"	35	35	7	0.2	0.12280701754386	7	8	2	0	0.540549112550438	1
"Cytochrome c-mediated apoptotic response"	"Cytochrome c-mediated apoptotic response"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"Disinhibition of SNARE formation"	"Disinhibition of SNARE formation"	5	5	1	0.2	0.0526315789473684	3	3	3	0	0.312645923169278	1
"Eicosanoid ligand-binding receptors"	"Eicosanoid ligand-binding receptors"	15	15	3	0.2	0.0526315789473684	3	3	1	0	0.442835938395881	1
"Electric Transmission Across Gap Junctions"	"Electric Transmission Across Gap Junctions"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"Ethanol oxidation"	"Ethanol oxidation"	10	10	2	0.2	0.0350877192982456	2	2	1	0	0.39562980877232	1
"FGFR1b ligand binding and activation"	"FGFR1b ligand binding and activation"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"G protein gated Potassium channels"	"G protein gated Potassium channels"	25	25	5	0.2	0.105263157894737	6	6	2	0	0.501548798012531	1
"G2 Phase"	"G2 Phase"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"G2/M DNA replication checkpoint"	"G2/M DNA replication checkpoint"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"GP1b-IX-V activation signalling"	"GP1b-IX-V activation signalling"	10	10	2	0.2	0.0701754385964912	4	4	2	0	0.39562980877232	1
"Glycogen synthesis"	"Glycogen synthesis"	15	15	3	0.2	0.0526315789473684	3	3	1	0	0.442835938395881	1
"Glyoxylate metabolism"	"Glyoxylate metabolism"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"Hedgehog 'on' state"	"Hedgehog 'on' state"	85	85	17	0.2	0.263157894736842	15	21	2	0	0.649658317598615	1
"Histidine catabolism"	"Histidine catabolism"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"Host Interactions of HIV factors"	"Host Interactions of HIV factors"	135	135	27	0.2	0.333333333333333	19	32	3	0	0.712343761827679	1
"IRE1alpha activates chaperones"	"IRE1alpha activates chaperones"	50	50	10	0.2	0.175438596491228	10	10	1	0	0.582977232085152	1
"Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits"	"Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits"	25	25	5	0.2	0.105263157894737	6	6	2	0	0.501548798012531	1
"Leukotriene receptors"	"Leukotriene receptors"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"MASTL Facilitates Mitotic Progression"	"MASTL Facilitates Mitotic Progression"	10	10	2	0.2	0.0350877192982456	2	2	1	0	0.39562980877232	1
"Metabolism of polyamines"	"Metabolism of polyamines"	15	15	3	0.2	0.0526315789473684	3	3	1	0	0.442835938395881	1
"Metal ion SLC transporters"	"Metal ion SLC transporters"	25	25	5	0.2	0.12280701754386	7	8	2	0	0.501548798012531	1
"Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)"	"Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)"	15	15	3	0.2	0.0526315789473684	3	3	1	0	0.442835938395881	1
"NRIF signals cell death from the nucleus"	"NRIF signals cell death from the nucleus"	15	15	3	0.2	0.0526315789473684	3	3	1	0	0.442835938395881	1
"Neurotoxicity of clostridium toxins"	"Neurotoxicity of clostridium toxins"	20	20	4	0.2	0.0526315789473684	3	4	1	0	0.475918405222107	1
"Propionyl-CoA catabolism"	"Propionyl-CoA catabolism"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"Regulated proteolysis of p75NTR"	"Regulated proteolysis of p75NTR"	10	10	2	0.2	0.0350877192982456	2	2	1	0	0.39562980877232	1
"Repair synthesis for gap-filling by DNA polymerase in TC-NER"	"Repair synthesis for gap-filling by DNA polymerase in TC-NER"	15	15	3	0.2	0.0526315789473684	3	3	1	0	0.442835938395881	1
"Repair synthesis of patch ~27-30 bases long  by DNA polymerase"	"Repair synthesis of patch ~27-30 bases long  by DNA polymerase"	15	15	3	0.2	0.0526315789473684	3	3	1	0	0.442835938395881	1
"Role of DCC in regulating apoptosis"	"Role of DCC in regulating apoptosis"	10	10	2	0.2	0.0350877192982456	2	2	1	0	0.39562980877232	1
"S6K1 signalling"	"S6K1 signalling"	5	5	1	0.2	0.0350877192982456	2	2	2	0	0.312645923169278	1
"SLBP independent Processing of Histone Pre-mRNAs"	"SLBP independent Processing of Histone Pre-mRNAs"	10	10	2	0.2	0.0526315789473684	3	3	2	0	0.39562980877232	1
"Scavenging by Class B Receptors"	"Scavenging by Class B Receptors"	5	5	1	0.2	0.0526315789473684	3	3	3	0	0.312645923169278	1
"Serotonin and melatonin biosynthesis"	"Serotonin and melatonin biosynthesis"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"Synthesis of Dolichyl-phosphate"	"Synthesis of Dolichyl-phosphate"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"Synthesis of PIPs at the late endosome membrane"	"Synthesis of PIPs at the late endosome membrane"	10	10	2	0.2	0.0526315789473684	3	3	2	0	0.39562980877232	1
"Synthesis of UDP-N-acetyl-glucosamine"	"Synthesis of UDP-N-acetyl-glucosamine"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"Synthesis of bile acids and bile salts via 27-hydroxycholesterol"	"Synthesis of bile acids and bile salts via 27-hydroxycholesterol"	15	15	3	0.2	0.0526315789473684	3	3	1	0	0.442835938395881	1
"Synthesis of pyrophosphates in the cytosol"	"Synthesis of pyrophosphates in the cytosol"	10	10	2	0.2	0.0350877192982456	2	2	1	0	0.39562980877232	1
"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation"	"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation"	10	10	2	0.2	0.0350877192982456	2	2	1	0	0.39562980877232	1
"Trafficking of myristoylated proteins to the cilium"	"Trafficking of myristoylated proteins to the cilium"	5	5	1	0.2	0.0350877192982456	2	2	2	0	0.312645923169278	1
"Transcription of the HIV genome"	"Transcription of the HIV genome"	65	65	13	0.2	0.228070175438596	13	17	3	0	0.61531582265204	1
"Transmission across Electrical Synapses"	"Transmission across Electrical Synapses"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"WNT5A-dependent internalization of FZD4"	"WNT5A-dependent internalization of FZD4"	15	15	3	0.2	0.0701754385964912	4	5	3	0	0.442835938395881	1
"Zinc influx into cells by the SLC39 gene family"	"Zinc influx into cells by the SLC39 gene family"	10	10	2	0.2	0.0526315789473684	3	3	2	0	0.39562980877232	1
"negative regulation of TCF-dependent signaling by DVL-interacting proteins"	"negative regulation of TCF-dependent signaling by DVL-interacting proteins"	5	5	1	0.2	0.0175438596491228	1	1	1	0	0.312645923169278	1
"Regulation of mRNA stability by proteins that bind AU-rich elements"	"Regulation of mRNA stability by proteins that bind AU-rich elements"	86	86	17	0.197674418604651	0.263157894736842	15	21	3	0	0.670606333491455	1
"Amyloids"	"Amyloids"	51	51	10	0.196078431372549	0.157894736842105	9	10	1	0	0.611828114420316	1
"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds"	"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds"	97	97	19	0.195876288659794	0.315789473684211	18	25	2	0	0.702670532967576	1
"Downstream TCR signaling"	"Downstream TCR signaling"	46	46	9	0.195652173913043	0.421052631578947	24	28	15	0	0.600920051112484	1
"Condensation of Prophase Chromosomes"	"Condensation of Prophase Chromosomes"	41	41	8	0.195121951219512	0.228070175438596	13	13	4	0	0.588987697996764	1
"Intraflagellar transport"	"Intraflagellar transport"	41	41	8	0.195121951219512	0.175438596491228	10	10	2	0	0.588987697996764	1
"Disease"	"Disease"	1954	1954	381	0.194984646878199	0.982456140350877	56	489	15	0	0.99982874461683	1
"FCERI mediated Ca+2 mobilization"	"FCERI mediated Ca+2 mobilization"	62	62	12	0.193548387096774	0.210526315789474	12	17	3	0	0.6563238552443	1
"Gluconeogenesis"	"Gluconeogenesis"	31	31	6	0.193548387096774	0.087719298245614	5	6	1	0	0.56087512802604	1
"Inwardly rectifying K+ channels"	"Inwardly rectifying K+ channels"	31	31	6	0.193548387096774	0.12280701754386	7	7	2	0	0.56087512802604	1
"Packaging Of Telomere Ends"	"Packaging Of Telomere Ends"	31	31	6	0.193548387096774	0.105263157894737	6	6	1	0	0.56087512802604	1
