"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"Clathrin derived vesicle budding"	"Clathrin derived vesicle budding"	61	61	25	0.409836065573771	0.211864406779661	25	31	2	0	0.462135771493076	1
"trans-Golgi Network Vesicle Budding"	"trans-Golgi Network Vesicle Budding"	61	61	25	0.409836065573771	0.211864406779661	25	31	2	0	0.462135771493076	1
"Cyclin A/B1 associated events during G2/M transition"	"Cyclin A/B1 associated events during G2/M transition"	22	22	9	0.409090909090909	0.0847457627118644	10	10	2	0	0.422413418158332	1
"FRS2-mediated cascade"	"FRS2-mediated cascade"	44	44	18	0.409090909090909	0.220338983050847	26	30	7	0	0.453927258205858	1
"G2/M Checkpoints"	"G2/M Checkpoints"	44	44	18	0.409090909090909	0.186440677966102	22	27	4	0	0.453927258205858	1
"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation"	"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation"	22	22	9	0.409090909090909	0.101694915254237	12	12	2	0	0.422413418158332	1
"SHC1 events in EGFR signaling"	"SHC1 events in EGFR signaling"	22	22	9	0.409090909090909	0.144067796610169	17	20	7	0	0.422413418158332	1
"The canonical retinoid cycle in rods (twilight vision)"	"The canonical retinoid cycle in rods (twilight vision)"	22	22	9	0.409090909090909	0.110169491525424	13	14	3	0	0.422413418158332	1
"Metabolism of non-coding RNA"	"Metabolism of non-coding RNA"	49	49	20	0.408163265306122	0.228813559322034	27	33	4	0	0.463526828498889	1
"snRNP Assembly"	"snRNP Assembly"	49	49	20	0.408163265306122	0.228813559322034	27	33	4	0	0.463526828498889	1
"Glycolysis"	"Glycolysis"	27	27	11	0.407407407407407	0.127118644067797	15	16	3	0	0.439394874749452	1
"Golgi Associated Vesicle Biogenesis"	"Golgi Associated Vesicle Biogenesis"	54	54	22	0.407407407407407	0.186440677966102	22	28	2	0	0.472132064628458	1
"Heparan sulfate/heparin (HS-GAG) metabolism"	"Heparan sulfate/heparin (HS-GAG) metabolism"	54	54	22	0.407407407407407	0.305084745762712	36	42	6	0	0.472132064628458	1
"Oxidative Stress Induced Senescence"	"Oxidative Stress Induced Senescence"	91	91	37	0.406593406593407	0.822033898305085	97	169	87	0	0.500973472351358	1
"Programmed Cell Death"	"Programmed Cell Death"	160	160	65	0.40625	0.923728813559322	109	205	87	0	0.530813131544784	1
"Gastrin-CREB signalling pathway via PKC and MAPK"	"Gastrin-CREB signalling pathway via PKC and MAPK"	217	217	88	0.405529953917051	0.635593220338983	75	169	20	0	0.555141513613293	1
"Vpr-mediated nuclear import of PICs"	"Vpr-mediated nuclear import of PICs"	37	37	15	0.405405405405405	0.211864406779661	25	29	4	0	0.464661837384953	1
"Mitochondrial biogenesis"	"Mitochondrial biogenesis"	52	52	21	0.403846153846154	0.279661016949153	33	40	7	0	0.491263793847686	1
"Synthesis of substrates in N-glycan biosythesis"	"Synthesis of substrates in N-glycan biosythesis"	52	52	21	0.403846153846154	0.203389830508475	24	27	3	0	0.491263793847686	1
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	67	67	27	0.402985074626866	0.26271186440678	31	34	3	0	0.510974493341057	1
"Diseases of glycosylation"	"Diseases of glycosylation"	226	226	91	0.402654867256637	0.661016949152542	78	143	6	0	0.592444789235602	1
"Cell Cycle, Mitotic"	"Cell Cycle, Mitotic"	445	445	179	0.402247191011236	0.889830508474576	105	321	34	0	0.656215270659337	1
"G alpha (q) signalling events"	"G alpha (q) signalling events"	189	189	76	0.402116402116402	0.601694915254237	71	147	20	0	0.585334657964069	1
"Fc epsilon receptor (FCERI) signaling"	"Fc epsilon receptor (FCERI) signaling"	212	212	85	0.400943396226415	0.711864406779661	84	171	20	0	0.607587596375607	1
"AMPK inhibits chREBP transcriptional activation activity"	"AMPK inhibits chREBP transcriptional activation activity"	5	5	2	0.4	0.0169491525423729	2	2	1	0	0.339264985545963	1
"Abacavir metabolism"	"Abacavir metabolism"	5	5	2	0.4	0.0169491525423729	2	2	1	0	0.339264985545963	1
"Activation of BAD and translocation to mitochondria"	"Activation of BAD and translocation to mitochondria"	15	15	6	0.4	0.0677966101694915	8	8	2	0	0.429310737591117	1
"Activation of G protein gated Potassium channels"	"Activation of G protein gated Potassium channels"	25	25	10	0.4	0.0847457627118644	10	12	2	0	0.465068150418511	1
"Assembly of the RAD51-ssDNA nucleoprotein complex"	"Assembly of the RAD51-ssDNA nucleoprotein complex"	5	5	2	0.4	0.0254237288135593	3	3	2	0	0.339264985545963	1
"Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA"	"Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA"	5	5	2	0.4	0.0169491525423729	2	2	1	0	0.339264985545963	1
"Beta oxidation of hexanoyl-CoA to butanoyl-CoA"	"Beta oxidation of hexanoyl-CoA to butanoyl-CoA"	5	5	2	0.4	0.0169491525423729	2	2	1	0	0.339264985545963	1
"Beta oxidation of octanoyl-CoA to hexanoyl-CoA"	"Beta oxidation of octanoyl-CoA to hexanoyl-CoA"	5	5	2	0.4	0.0169491525423729	2	2	1	0	0.339264985545963	1
"CREB phosphorylation through the activation of CaMKII"	"CREB phosphorylation through the activation of CaMKII"	15	15	6	0.4	0.101694915254237	12	14	4	0	0.429310737591117	1
"Depolymerisation of the Nuclear Lamina"	"Depolymerisation of the Nuclear Lamina"	15	15	6	0.4	0.0593220338983051	7	7	2	0	0.429310737591117	1
"Downstream signaling events of B Cell Receptor (BCR)"	"Downstream signaling events of B Cell Receptor (BCR)"	170	170	68	0.4	0.652542372881356	77	141	20	0	0.599692479134926	1
"ERK1 activation"	"ERK1 activation"	10	10	4	0.4	0.0508474576271186	6	6	3	0	0.398569413718068	1
"Fatty Acyl-CoA Biosynthesis"	"Fatty Acyl-CoA Biosynthesis"	20	20	8	0.4	0.11864406779661	14	17	6	0	0.449766707909083	1
"Ficolins bind to repetitive carbohydrate structures on the target cell surface"	"Ficolins bind to repetitive carbohydrate structures on the target cell surface"	5	5	2	0.4	0.0169491525423729	2	2	1	0	0.339264985545963	1
"Free fatty acid receptors"	"Free fatty acid receptors"	5	5	2	0.4	0.0169491525423729	2	2	1	0	0.339264985545963	1
"G protein gated Potassium channels"	"G protein gated Potassium channels"	25	25	10	0.4	0.0847457627118644	10	12	2	0	0.465068150418511	1
"Gap junction degradation"	"Gap junction degradation"	10	10	4	0.4	0.076271186440678	9	9	3	0	0.398569413718068	1
"HDL-mediated lipid transport"	"HDL-mediated lipid transport"	15	15	6	0.4	0.144067796610169	17	18	12	0	0.429310737591117	1
"Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits"	"Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits"	25	25	10	0.4	0.0847457627118644	10	12	2	0	0.465068150418511	1
"Interleukin-1 signaling"	"Interleukin-1 signaling"	40	40	16	0.4	0.135593220338983	16	17	2	0	0.496393762549066	1
"Leukotriene receptors"	"Leukotriene receptors"	5	5	2	0.4	0.0169491525423729	2	2	1	0	0.339264985545963	1
"Lipid digestion, mobilization, and transport"	"Lipid digestion, mobilization, and transport"	50	50	20	0.4	0.279661016949153	33	47	12	0	0.51117102284389	1
"MAPK targets/ Nuclear events mediated by MAP kinases"	"MAPK targets/ Nuclear events mediated by MAP kinases"	30	30	12	0.4	0.144067796610169	17	17	5	0	0.477316179850818	1
"Membrane Trafficking"	"Membrane Trafficking"	190	190	76	0.4	0.610169491525424	72	129	6	0	0.608985963341631	1
"Methylation"	"Methylation"	10	10	4	0.4	0.0338983050847458	4	4	1	0	0.398569413718068	1
"Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)"	"Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)"	15	15	6	0.4	0.076271186440678	9	9	2	0	0.429310737591117	1
"Muscarinic acetylcholine receptors"	"Muscarinic acetylcholine receptors"	5	5	2	0.4	0.0169491525423729	2	2	1	0	0.339264985545963	1
"NOSTRIN mediated eNOS trafficking"	"NOSTRIN mediated eNOS trafficking"	5	5	2	0.4	0.0254237288135593	3	3	2	0	0.339264985545963	1
"Nef Mediated CD4 Down-regulation"	"Nef Mediated CD4 Down-regulation"	10	10	4	0.4	0.0508474576271186	6	6	2	0	0.398569413718068	1
"Negative regulation of FGFR signaling"	"Negative regulation of FGFR signaling"	40	40	16	0.4	0.152542372881356	18	21	2	0	0.496393762549066	1
"Organic anion transport"	"Organic anion transport"	5	5	2	0.4	0.0254237288135593	3	3	2	0	0.339264985545963	1
"RAF activation"	"RAF activation"	5	5	2	0.4	0.0677966101694915	8	8	7	0	0.339264985545963	1
"Regulation of signaling by NODAL"	"Regulation of signaling by NODAL"	10	10	4	0.4	0.0508474576271186	6	6	3	0	0.398569413718068	1
"Repair synthesis for gap-filling by DNA polymerase in TC-NER"	"Repair synthesis for gap-filling by DNA polymerase in TC-NER"	15	15	6	0.4	0.0932203389830508	11	12	4	0	0.429310737591117	1
"Repair synthesis of patch ~27-30 bases long  by DNA polymerase"	"Repair synthesis of patch ~27-30 bases long  by DNA polymerase"	15	15	6	0.4	0.0932203389830508	11	12	4	0	0.429310737591117	1
"SHC-related events"	"SHC-related events"	25	25	10	0.4	0.144067796610169	17	18	7	0	0.465068150418511	1
"SMAC binds to IAPs"	"SMAC binds to IAPs"	5	5	2	0.4	0.0169491525423729	2	2	1	0	0.339264985545963	1
"SMAC-mediated apoptotic response"	"SMAC-mediated apoptotic response"	5	5	2	0.4	0.0169491525423729	2	2	1	0	0.339264985545963	1
"SMAC-mediated dissociation of IAP:caspase complexes"	"SMAC-mediated dissociation of IAP:caspase complexes"	5	5	2	0.4	0.0169491525423729	2	2	1	0	0.339264985545963	1
"Scavenging by Class B Receptors"	"Scavenging by Class B Receptors"	5	5	2	0.4	0.0593220338983051	7	7	6	0	0.339264985545963	1
"Serotonin and melatonin biosynthesis"	"Serotonin and melatonin biosynthesis"	5	5	2	0.4	0.0169491525423729	2	2	1	0	0.339264985545963	1
"Synthesis of pyrophosphates in the cytosol"	"Synthesis of pyrophosphates in the cytosol"	10	10	4	0.4	0.0508474576271186	6	6	2	0	0.398569413718068	1
"TRAF6 Mediated Induction of proinflammatory cytokines"	"TRAF6 Mediated Induction of proinflammatory cytokines"	75	75	30	0.4	0.279661016949153	33	41	5	0	0.538554563885408	1
"TRIF-mediated programmed cell death"	"TRIF-mediated programmed cell death"	10	10	4	0.4	0.161016949152542	19	20	12	0	0.398569413718068	1
"Trafficking of myristoylated proteins to the cilium"	"Trafficking of myristoylated proteins to the cilium"	5	5	2	0.4	0.0254237288135593	3	3	2	0	0.339264985545963	1
"WNT5A-dependent internalization of FZD4"	"WNT5A-dependent internalization of FZD4"	15	15	6	0.4	0.0593220338983051	7	7	2	0	0.429310737591117	1
"mRNA decay by 5' to 3' exoribonuclease"	"mRNA decay by 5' to 3' exoribonuclease"	15	15	6	0.4	0.0508474576271186	6	6	1	0	0.429310737591117	1
"Metabolism of nucleotides"	"Metabolism of nucleotides"	78	78	31	0.397435897435897	0.279661016949153	33	40	3	0	0.559579195333288	1
"Transcriptional regulation of white adipocyte differentiation"	"Transcriptional regulation of white adipocyte differentiation"	78	78	31	0.397435897435897	0.355932203389831	42	60	7	0	0.559579195333288	1
"G beta:gamma signalling through PI3Kgamma"	"G beta:gamma signalling through PI3Kgamma"	48	48	19	0.395833333333333	0.322033898305085	38	49	20	0	0.531875321140664	1
"MyD88:Mal cascade initiated on plasma membrane"	"MyD88:Mal cascade initiated on plasma membrane"	96	96	38	0.395833333333333	0.322033898305085	38	52	5	0	0.588706284904742	1
"Toll Like Receptor 2 (TLR2) Cascade"	"Toll Like Receptor 2 (TLR2) Cascade"	96	96	38	0.395833333333333	0.322033898305085	38	52	5	0	0.588706284904742	1
"Toll Like Receptor TLR1:TLR2 Cascade"	"Toll Like Receptor TLR1:TLR2 Cascade"	96	96	38	0.395833333333333	0.322033898305085	38	52	5	0	0.588706284904742	1
"Toll Like Receptor TLR6:TLR2 Cascade"	"Toll Like Receptor TLR6:TLR2 Cascade"	96	96	38	0.395833333333333	0.322033898305085	38	52	5	0	0.588706284904742	1
"MyD88 cascade initiated on plasma membrane"	"MyD88 cascade initiated on plasma membrane"	86	86	34	0.395348837209302	0.296610169491525	35	45	5	0	0.582807285195474	1
"Toll Like Receptor 10 (TLR10) Cascade"	"Toll Like Receptor 10 (TLR10) Cascade"	86	86	34	0.395348837209302	0.296610169491525	35	45	5	0	0.582807285195474	1
"Toll Like Receptor 5 (TLR5) Cascade"	"Toll Like Receptor 5 (TLR5) Cascade"	86	86	34	0.395348837209302	0.296610169491525	35	45	5	0	0.582807285195474	1
"Vasopressin regulates renal water homeostasis via Aquaporins"	"Vasopressin regulates renal water homeostasis via Aquaporins"	43	43	17	0.395348837209302	0.211864406779661	25	30	7	0	0.52591159809895	1
"Fcgamma receptor (FCGR) dependent phagocytosis"	"Fcgamma receptor (FCGR) dependent phagocytosis"	119	119	47	0.394957983193277	0.533898305084746	63	105	20	0	0.615437510491319	1
"Collagen degradation"	"Collagen degradation"	38	38	15	0.394736842105263	0.169491525423729	20	25	6	0	0.519303200698021	1
"Transcriptional regulation by small RNAs"	"Transcriptional regulation by small RNAs"	71	71	28	0.394366197183099	0.313559322033898	37	47	4	0	0.57309711677981	1
"Metabolism of steroid hormones and vitamin D"	"Metabolism of steroid hormones and vitamin D"	33	33	13	0.393939393939394	0.26271186440678	31	37	12	0	0.51185269364267	1
"Steroid hormones"	"Steroid hormones"	33	33	13	0.393939393939394	0.26271186440678	31	37	12	0	0.51185269364267	1
"Metabolism of lipids and lipoproteins"	"Metabolism of lipids and lipoproteins"	569	569	224	0.393673110720562	0.889830508474576	105	385	20	0	0.817272157003651	1
"Gene Expression"	"Gene Expression"	1164	1164	458	0.393470790378007	0.957627118644068	113	706	23	0	0.919792716148923	1
"SHC1 events in ERBB4 signaling"	"SHC1 events in ERBB4 signaling"	28	28	11	0.392857142857143	0.186440677966102	22	25	7	0	0.503254585117624	1
"Aquaporin-mediated transport"	"Aquaporin-mediated transport"	51	51	20	0.392156862745098	0.23728813559322	28	33	7	0	0.557824331908797	1
"Nuclear Receptor transcription pathway"	"Nuclear Receptor transcription pathway"	51	51	20	0.392156862745098	0.203389830508475	24	27	4	0	0.557824331908797	1
"Deadenylation of mRNA"	"Deadenylation of mRNA"	23	23	9	0.391304347826087	0.11864406779661	14	15	3	0	0.493000589096837	1
"Endogenous sterols"	"Endogenous sterols"	23	23	9	0.391304347826087	0.0932203389830508	11	13	3	0	0.493000589096837	1
"MicroRNA (miRNA) biogenesis"	"MicroRNA (miRNA) biogenesis"	23	23	9	0.391304347826087	0.127118644067797	15	17	3	0	0.493000589096837	1
"Toll Like Receptor 9 (TLR9) Cascade"	"Toll Like Receptor 9 (TLR9) Cascade"	92	92	36	0.391304347826087	0.313559322033898	37	47	5	0	0.619329345729621	1
"Late Phase of HIV Life Cycle"	"Late Phase of HIV Life Cycle"	133	133	52	0.390977443609023	0.432203389830508	51	78	4	0	0.661333428346467	1
"Condensation of Prophase Chromosomes"	"Condensation of Prophase Chromosomes"	41	41	16	0.390243902439024	0.144067796610169	17	18	2	0	0.548620260567374	1
"Retinoid metabolism and transport"	"Retinoid metabolism and transport"	41	41	16	0.390243902439024	0.313559322033898	37	46	10	0	0.548620260567374	1
"G alpha (i) signalling events"	"G alpha (i) signalling events"	236	236	92	0.389830508474576	0.550847457627119	65	132	7	0	0.74218538694398	1
"Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon"	"Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon"	18	18	7	0.388888888888889	0.110169491525424	13	13	4	0	0.480154981012553	1
"Mitotic Prometaphase"	"Mitotic Prometaphase"	108	108	42	0.388888888888889	0.372881355932203	44	62	4	0	0.655127718012347	1
"Post-chaperonin tubulin folding pathway"	"Post-chaperonin tubulin folding pathway"	18	18	7	0.388888888888889	0.076271186440678	9	9	2	0	0.480154981012553	1
"Toll-Like Receptors Cascades"	"Toll-Like Receptors Cascades"	144	144	56	0.388888888888889	0.457627118644068	54	89	12	0	0.688795919727213	1
"Transport to the Golgi and subsequent modification"	"Transport to the Golgi and subsequent modification"	36	36	14	0.388888888888889	0.127118644067797	15	16	3	0	0.54341222157753	1
"Hedgehog 'on' state"	"Hedgehog 'on' state"	85	85	33	0.388235294117647	0.322033898305085	38	51	6	0	0.633379776908026	1
"Amino acid and oligopeptide SLC transporters"	"Amino acid and oligopeptide SLC transporters"	49	49	19	0.387755102040816	0.169491525423729	20	24	3	0	0.579012212617751	1
"Striated Muscle Contraction"	"Striated Muscle Contraction"	31	31	12	0.387096774193548	0.457627118644068	54	79	47	0	0.537645536336309	1
"MyD88 dependent cascade initiated on endosome"	"MyD88 dependent cascade initiated on endosome"	88	88	34	0.386363636363636	0.305084745762712	36	45	5	0	0.650609348361734	1
"Toll Like Receptor 7/8 (TLR7/8) Cascade"	"Toll Like Receptor 7/8 (TLR7/8) Cascade"	88	88	34	0.386363636363636	0.305084745762712	36	45	5	0	0.650609348361734	1
"Apoptosis"	"Apoptosis"	148	148	57	0.385135135135135	0.923728813559322	109	189	87	0	0.724421607072991	1
"Dissolution of Fibrin Clot"	"Dissolution of Fibrin Clot"	13	13	5	0.384615384615385	0.0593220338983051	7	7	2	0	0.462713094282802	1
"FGFR2c ligand binding and activation"	"FGFR2c ligand binding and activation"	13	13	5	0.384615384615385	0.0593220338983051	7	8	2	0	0.462713094282802	1
"FGFR4 ligand binding and activation"	"FGFR4 ligand binding and activation"	13	13	5	0.384615384615385	0.0508474576271186	6	7	2	0	0.462713094282802	1
"IRF3-mediated induction of type I IFN"	"IRF3-mediated induction of type I IFN"	13	13	5	0.384615384615385	0.11864406779661	14	14	5	0	0.462713094282802	1
"NF-kB is activated and signals survival"	"NF-kB is activated and signals survival"	13	13	5	0.384615384615385	0.0593220338983051	7	7	2	0	0.462713094282802	1
"Prefoldin mediated transfer of substrate  to CCT/TriC"	"Prefoldin mediated transfer of substrate  to CCT/TriC"	26	26	10	0.384615384615385	0.101694915254237	12	12	2	0	0.531124739355095	1
"RNA Pol II CTD phosphorylation and interaction with CE"	"RNA Pol II CTD phosphorylation and interaction with CE"	26	26	10	0.384615384615385	0.11864406779661	14	15	2	0	0.531124739355095	1
"Trafficking and processing of endosomal TLR"	"Trafficking and processing of endosomal TLR"	13	13	5	0.384615384615385	0.0423728813559322	5	5	1	0	0.462713094282802	1
"WNT ligand biogenesis and trafficking"	"WNT ligand biogenesis and trafficking"	26	26	10	0.384615384615385	0.110169491525424	13	13	2	0	0.531124739355095	1
"WNT ligand secretion is abrogated by the PORCN inhibitor LGK974"	"WNT ligand secretion is abrogated by the PORCN inhibitor LGK974"	26	26	10	0.384615384615385	0.110169491525424	13	13	2	0	0.531124739355095	1
"p75NTR recruits signalling complexes"	"p75NTR recruits signalling complexes"	13	13	5	0.384615384615385	0.0593220338983051	7	8	2	0	0.462713094282802	1
"Organelle biogenesis and maintenance"	"Organelle biogenesis and maintenance"	323	323	124	0.38390092879257	0.76271186440678	90	205	7	0	0.843817458585817	1
"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"	"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"	86	86	33	0.383720930232558	0.296610169491525	35	44	5	0	0.666446406104695	1
"HIV Life Cycle"	"HIV Life Cycle"	146	146	56	0.383561643835616	0.466101694915254	55	85	4	0	0.735623273210345	1
"Post-translational protein modification"	"Post-translational protein modification"	278	278	106	0.381294964028777	0.788135593220339	93	225	24	0	0.845116104785669	1
"ERK/MAPK targets"	"ERK/MAPK targets"	21	21	8	0.380952380952381	0.101694915254237	12	12	5	0	0.523520765427643	1
"Peroxisomal lipid metabolism"	"Peroxisomal lipid metabolism"	21	21	8	0.380952380952381	0.0932203389830508	11	12	2	0	0.523520765427643	1
"Arachidonic acid metabolism"	"Arachidonic acid metabolism"	50	50	19	0.38	0.186440677966102	22	28	4	0	0.624239672466991	1
"Disease"	"Disease"	1954	1954	742	0.379733879222108	0.983050847457627	116	1261	23	0	0.999658517397758	1
"Innate Immune System"	"Innate Immune System"	618	618	232	0.375404530744337	0.898305084745763	106	433	20	0	0.972514244534976	1
"Amine-derived hormones"	"Amine-derived hormones"	16	16	6	0.375	0.076271186440678	9	9	2	0	0.514210744255391	1
"Cell-extracellular matrix interactions"	"Cell-extracellular matrix interactions"	16	16	6	0.375	0.110169491525424	13	13	4	0	0.514210744255391	1
"Cellular responses to stress"	"Cellular responses to stress"	248	248	93	0.375	0.940677966101695	111	261	87	0	0.876214291001159	1
"Chaperonin-mediated protein folding"	"Chaperonin-mediated protein folding"	48	48	18	0.375	0.203389830508475	24	27	7	0	0.646109596650651	1
"Cross-presentation of particulate exogenous antigens (phagosomes)"	"Cross-presentation of particulate exogenous antigens (phagosomes)"	8	8	3	0.375	0.0254237288135593	3	3	1	0	0.435121073057478	1
"Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA"	"Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA"	8	8	3	0.375	0.0423728813559322	5	5	3	0	0.435121073057478	1
"Interactions of Vpr with host cellular proteins"	"Interactions of Vpr with host cellular proteins"	40	40	15	0.375	0.211864406779661	25	29	4	0	0.62297465222243	1
"Ligand-receptor interactions"	"Ligand-receptor interactions"	8	8	3	0.375	0.0423728813559322	5	5	2	0	0.435121073057478	1
"Lysine catabolism"	"Lysine catabolism"	8	8	3	0.375	0.0254237288135593	3	4	2	0	0.435121073057478	1
"Mismatch Repair"	"Mismatch Repair"	16	16	6	0.375	0.076271186440678	9	9	2	0	0.514210744255391	1
"Nef Mediated CD8 Down-regulation"	"Nef Mediated CD8 Down-regulation"	8	8	3	0.375	0.0423728813559322	5	5	2	0	0.435121073057478	1
"Nuclear Events (kinase and transcription factor activation)"	"Nuclear Events (kinase and transcription factor activation)"	24	24	9	0.375	0.110169491525424	13	13	5	0	0.561134386642537	1
"Oncogene Induced Senescence"	"Oncogene Induced Senescence"	32	32	12	0.375	0.788135593220339	93	139	87	0	0.59547439975694	1
"Orexin and neuropeptides FF and QRFP bind to their respective receptors"	"Orexin and neuropeptides FF and QRFP bind to their respective receptors"	8	8	3	0.375	0.0423728813559322	5	5	3	0	0.435121073057478	1
"Polo-like kinase mediated events"	"Polo-like kinase mediated events"	16	16	6	0.375	0.110169491525424	13	13	7	0	0.514210744255391	1
"Pyrimidine metabolism"	"Pyrimidine metabolism"	24	24	9	0.375	0.101694915254237	12	13	2	0	0.561134386642537	1
"Release of Hh-Np from the secreting cell"	"Release of Hh-Np from the secreting cell"	8	8	3	0.375	0.0508474576271186	6	6	4	0	0.435121073057478	1
"STING mediated induction of host immune responses"	"STING mediated induction of host immune responses"	16	16	6	0.375	0.127118644067797	15	15	5	0	0.514210744255391	1
"Sema4D mediated inhibition of cell attachment and migration"	"Sema4D mediated inhibition of cell attachment and migration"	8	8	3	0.375	0.0847457627118644	10	11	5	0	0.435121073057478	1
"Spry regulation of FGF signaling"	"Spry regulation of FGF signaling"	16	16	6	0.375	0.0593220338983051	7	7	2	0	0.514210744255391	1
"Synthesis of very long-chain fatty acyl-CoAs"	"Synthesis of very long-chain fatty acyl-CoAs"	16	16	6	0.375	0.0677966101694915	8	10	3	0	0.514210744255391	1
"TCR signaling"	"TCR signaling"	64	64	24	0.375	0.338983050847458	40	57	20	0	0.683952232294533	1
"Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus"	"Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus"	8	8	3	0.375	0.0423728813559322	5	5	3	0	0.435121073057478	1
"p75NTR signals via NF-kB"	"p75NTR signals via NF-kB"	16	16	6	0.375	0.0677966101694915	8	9	2	0	0.514210744255391	1
"Biological oxidations"	"Biological oxidations"	174	174	65	0.373563218390805	0.474576271186441	56	97	6	0	0.835984786024639	1
"Peptide hormone metabolism"	"Peptide hormone metabolism"	83	83	31	0.373493975903614	0.355932203389831	42	53	6	0	0.729011723398153	1
"Cellular response to heat stress"	"Cellular response to heat stress"	51	51	19	0.372549019607843	0.271186440677966	32	41	7	0	0.66708827927873	1
"Immune System"	"Immune System"	1216	1216	452	0.371710526315789	0.932203389830508	110	784	20	0	0.999138487367422	1
"S Phase"	"S Phase"	124	124	46	0.370967741935484	0.398305084745763	47	68	4	0	0.80353515998446	1
"Toll Like Receptor 4 (TLR4) Cascade"	"Toll Like Receptor 4 (TLR4) Cascade"	124	124	46	0.370967741935484	0.415254237288136	49	79	12	0	0.80353515998446	1
"Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding"	"Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding"	27	27	10	0.37037037037037	0.101694915254237	12	12	2	0	0.594189021271475	1
"Protein folding"	"Protein folding"	54	54	20	0.37037037037037	0.220338983050847	26	29	7	0	0.686554535537917	1
"Downstream TCR signaling"	"Downstream TCR signaling"	46	46	17	0.369565217391304	0.296610169491525	35	43	20	0	0.668494388305636	1
"Role of LAT2/NTAL/LAB on calcium mobilization"	"Role of LAT2/NTAL/LAB on calcium mobilization"	141	141	52	0.368794326241135	0.593220338983051	70	114	20	0	0.836016127688198	1
"Metabolism"	"Metabolism"	1565	1565	577	0.368690095846645	0.966101694915254	114	941	20	0	0.999959062085838	1
"Adaptive Immune System"	"Adaptive Immune System"	654	654	241	0.368501529051988	0.88135593220339	104	422	20	0	0.990880451572986	1
"Citric acid cycle (TCA cycle)"	"Citric acid cycle (TCA cycle)"	19	19	7	0.368421052631579	0.0677966101694915	8	8	2	0	0.557029535636553	1
"Intrinsic Pathway for Apoptosis"	"Intrinsic Pathway for Apoptosis"	38	38	14	0.368421052631579	0.838983050847458	99	115	87	0	0.64784640315857	1
"M Phase"	"M Phase"	266	266	98	0.368421052631579	0.652542372881356	77	151	7	0	0.923363627216316	1
"Na+/Cl- dependent neurotransmitter transporters"	"Na+/Cl- dependent neurotransmitter transporters"	19	19	7	0.368421052631579	0.076271186440678	9	9	2	0	0.557029535636553	1
"Signaling by NODAL"	"Signaling by NODAL"	19	19	7	0.368421052631579	0.076271186440678	9	9	3	0	0.557029535636553	1
"Metabolic disorders of biological oxidation enzymes"	"Metabolic disorders of biological oxidation enzymes"	614	614	226	0.368078175895765	0.796610169491525	94	318	7	0	0.989293129564106	1
"Deadenylation-dependent mRNA decay"	"Deadenylation-dependent mRNA decay"	49	49	18	0.36734693877551	0.186440677966102	22	24	3	0	0.688604606538154	1
"Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)"	"Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)"	441	441	162	0.36734693877551	0.73728813559322	87	222	7	0	0.97404163380216	1
"GPCR ligand binding"	"GPCR ligand binding"	441	441	162	0.36734693877551	0.73728813559322	87	222	7	0	0.97404163380216	1
"G1/S Transition"	"G1/S Transition"	109	109	40	0.36697247706422	0.355932203389831	42	55	4	0	0.80884735243503	1
"Activation of Kainate Receptors upon glutamate binding"	"Activation of Kainate Receptors upon glutamate binding"	30	30	11	0.366666666666667	0.0932203389830508	11	13	2	0	0.62354176615382	1
"Amine compound SLC transporters"	"Amine compound SLC transporters"	30	30	11	0.366666666666667	0.11864406779661	14	16	3	0	0.62354176615382	1
