"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"Phase II conjugation"	"Phase II conjugation"	89	89	79	0.887640449438202	0.483108108108108	143	380	32	0	0.275151282583475	1
"Hemostasis"	"Hemostasis"	497	497	441	0.887323943661972	0.807432432432432	239	3212	60	0	0.119406711201551	1
"Loss of Nlp from mitotic centrosomes"	"Loss of Nlp from mitotic centrosomes"	62	62	55	0.887096774193548	0.466216216216216	138	334	32	0	0.298202828470649	1
"Loss of proteins required for interphase microtubule organization from the centrosome"	"Loss of proteins required for interphase microtubule organization from the centrosome"	62	62	55	0.887096774193548	0.466216216216216	138	334	32	0	0.298202828470649	1
"Toll Like Receptor 4 (TLR4) Cascade"	"Toll Like Receptor 4 (TLR4) Cascade"	124	124	110	0.887096774193548	0.638513513513513	189	659	85	0	0.259218971516283	1
"Activated TLR4 signalling"	"Activated TLR4 signalling"	115	115	102	0.88695652173913	0.638513513513513	189	637	85	0	0.266059869629885	1
"Axon guidance"	"Axon guidance"	327	327	290	0.886850152905199	0.790540540540541	234	1968	58	0	0.17356598185877	1
"L1CAM interactions"	"L1CAM interactions"	97	97	86	0.88659793814433	0.665540540540541	197	611	58	0	0.280703298487633	1
"Cell Cycle"	"Cell Cycle"	518	518	459	0.886100386100386	0.85472972972973	253	2803	83	0	0.132900390813499	1
"Platelet degranulation"	"Platelet degranulation"	79	79	70	0.886075949367089	0.530405405405405	157	486	56	0	0.296856043524356	1
"G2/M Transition"	"G2/M Transition"	114	114	101	0.885964912280702	0.560810810810811	166	523	34	0	0.277701869363903	1
"Orphan transporters"	"Orphan transporters"	114	114	101	0.885964912280702	0.679054054054054	201	616	85	0	0.277701869363903	1
"Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)"	"Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)"	114	114	101	0.885964912280702	0.658783783783784	195	617	60	0	0.277701869363903	1
"HSF1-dependent transactivation"	"HSF1-dependent transactivation"	35	35	31	0.885714285714286	0.378378378378378	112	196	33	0	0.323553313913689	1
"Transport of Mature mRNA Derived from an Intronless Transcript"	"Transport of Mature mRNA Derived from an Intronless Transcript"	35	35	31	0.885714285714286	0.445945945945946	132	207	51	0	0.323553313913689	1
"G alpha (i) signalling events"	"G alpha (i) signalling events"	236	236	209	0.885593220338983	0.668918918918919	198	1363	59	0	0.225241085210521	1
"Signal Transduction"	"Signal Transduction"	2062	2062	1826	0.885548011639185	0.939189189189189	278	10774	82	0	0.0102220941030848	0.384156129916001
"Signaling by NOTCH"	"Signaling by NOTCH"	122	122	108	0.885245901639344	0.675675675675676	200	767	80	0	0.281651752228788	1
"Apoptosis"	"Apoptosis"	148	148	131	0.885135135135135	0.695945945945946	206	889	85	0	0.270009148404818	1
"A tetrasaccharide linker sequence is required for GAG synthesis"	"A tetrasaccharide linker sequence is required for GAG synthesis"	26	26	23	0.884615384615385	0.233108108108108	69	105	18	0	0.331578891307977	1
"Chromatin modifying enzymes"	"Chromatin modifying enzymes"	208	208	184	0.884615384615385	0.736486486486487	218	1231	80	0	0.250604364914238	1
"Chromatin organization"	"Chromatin organization"	208	208	184	0.884615384615385	0.736486486486487	218	1231	80	0	0.250604364914238	1
"Insulin processing"	"Insulin processing"	26	26	23	0.884615384615385	0.253378378378378	75	106	26	0	0.331578891307977	1
"Metabolism of nucleotides"	"Metabolism of nucleotides"	78	78	69	0.884615384615385	0.530405405405405	157	367	43	0	0.311639833608765	1
"RNA Pol II CTD phosphorylation and interaction with CE"	"RNA Pol II CTD phosphorylation and interaction with CE"	26	26	23	0.884615384615385	0.337837837837838	100	137	55	0	0.331578891307977	1
"ZBP1(DAI) mediated induction of type I IFNs"	"ZBP1(DAI) mediated induction of type I IFNs"	26	26	23	0.884615384615385	0.263513513513513	78	109	12	0	0.331578891307977	1
"Rho GTPase cycle"	"Rho GTPase cycle"	121	121	107	0.884297520661157	0.628378378378378	186	573	57	0	0.293307419840271	1
"Signaling by Rho GTPases"	"Signaling by Rho GTPases"	121	121	107	0.884297520661157	0.628378378378378	186	573	57	0	0.293307419840271	1
"Glucose metabolism"	"Glucose metabolism"	69	69	61	0.884057971014493	0.510135135135135	151	362	42	0	0.321514827221347	1
"Fatty acid, triacylglycerol, and ketone body metabolism"	"Fatty acid, triacylglycerol, and ketone body metabolism"	181	181	160	0.883977900552486	0.726351351351351	215	1007	60	0	0.270657881210215	1
"Telomere Maintenance"	"Telomere Maintenance"	60	60	53	0.883333333333333	0.47972972972973	142	319	55	0	0.332142804582063	1
"EPH-Ephrin signaling"	"EPH-Ephrin signaling"	94	94	83	0.882978723404255	0.601351351351351	178	642	58	0	0.320817438438884	1
"Beta-catenin phosphorylation cascade"	"Beta-catenin phosphorylation cascade"	17	17	15	0.882352941176471	0.226351351351351	67	82	15	0	0.337269396727727	1
"Branched-chain amino acid catabolism"	"Branched-chain amino acid catabolism"	17	17	15	0.882352941176471	0.341216216216216	101	133	60	0	0.337269396727727	1
"Butyrate Response Factor 1 (BRF1) destabilizes mRNA"	"Butyrate Response Factor 1 (BRF1) destabilizes mRNA"	17	17	15	0.882352941176471	0.327702702702703	97	125	34	0	0.337269396727727	1
"Cell junction organization"	"Cell junction organization"	85	85	75	0.882352941176471	0.614864864864865	182	698	57	0	0.331260612019561	1
"Formation of Senescence-Associated Heterochromatin Foci (SAHF)"	"Formation of Senescence-Associated Heterochromatin Foci (SAHF)"	17	17	15	0.882352941176471	0.125	37	54	16	0	0.337269396727727	1
"G-protein beta:gamma signalling"	"G-protein beta:gamma signalling"	51	51	45	0.882352941176471	0.459459459459459	136	390	60	0	0.34368517596214	1
"PI Metabolism"	"PI Metabolism"	51	51	45	0.882352941176471	0.459459459459459	136	306	60	0	0.34368517596214	1
"Platelet sensitization by LDL"	"Platelet sensitization by LDL"	17	17	15	0.882352941176471	0.199324324324324	59	78	15	0	0.337269396727727	1
"RAF/MAP kinase cascade"	"RAF/MAP kinase cascade"	17	17	15	0.882352941176471	0.219594594594595	65	76	18	0	0.337269396727727	1
"Signalling to RAS"	"Signalling to RAS"	34	34	30	0.882352941176471	0.277027027027027	82	136	18	0	0.346534420078466	1
"Tristetraprolin (TTP) destabilizes mRNA"	"Tristetraprolin (TTP) destabilizes mRNA"	17	17	15	0.882352941176471	0.320945945945946	95	120	34	0	0.337269396727727	1
"Zinc transporters"	"Zinc transporters"	17	17	15	0.882352941176471	0.226351351351351	67	106	31	0	0.337269396727727	1
"Transcription"	"Transcription"	203	203	179	0.881773399014778	0.682432432432432	202	902	55	0	0.294692669302449	1
"Programmed Cell Death"	"Programmed Cell Death"	160	160	141	0.88125	0.702702702702703	208	944	85	0	0.316758643432437	1
"Cleavage of Growing Transcript in the Termination Region"	"Cleavage of Growing Transcript in the Termination Region"	42	42	37	0.880952380952381	0.402027027027027	119	197	51	0	0.3563762553117	1
"Formation of HIV-1 elongation complex containing HIV-1 Tat"	"Formation of HIV-1 elongation complex containing HIV-1 Tat"	42	42	37	0.880952380952381	0.408783783783784	121	265	55	0	0.3563762553117	1
"GPCR downstream signaling"	"GPCR downstream signaling"	966	966	851	0.880952380952381	0.827702702702703	245	4657	60	0	0.156502820816635	1
"HIV Transcription Elongation"	"HIV Transcription Elongation"	42	42	37	0.880952380952381	0.408783783783784	121	265	55	0	0.3563762553117	1
"Post-Elongation Processing of the Transcript"	"Post-Elongation Processing of the Transcript"	42	42	37	0.880952380952381	0.402027027027027	119	197	51	0	0.3563762553117	1
"RNA Polymerase II Transcription Termination"	"RNA Polymerase II Transcription Termination"	42	42	37	0.880952380952381	0.402027027027027	119	197	51	0	0.3563762553117	1
"Tat-mediated elongation of the HIV-1 transcript"	"Tat-mediated elongation of the HIV-1 transcript"	42	42	37	0.880952380952381	0.408783783783784	121	265	55	0	0.3563762553117	1
"Interferon gamma signaling"	"Interferon gamma signaling"	92	92	81	0.880434782608696	0.445945945945946	132	334	18	0	0.349340919109434	1
"Metal ion SLC transporters"	"Metal ion SLC transporters"	25	25	22	0.88	0.341216216216216	101	176	43	0	0.358517722358878	1
"Post-translational modification: synthesis of GPI-anchored proteins"	"Post-translational modification: synthesis of GPI-anchored proteins"	25	25	22	0.88	0.466216216216216	138	193	51	0	0.358517722358878	1
"RORA activates circadian gene expression"	"RORA activates circadian gene expression"	25	25	22	0.88	0.462837837837838	137	199	60	0	0.358517722358878	1
"M Phase"	"M Phase"	266	266	234	0.879699248120301	0.702702702702703	208	1122	55	0	0.31111752999826	1
"Glycogen storage diseases"	"Glycogen storage diseases"	257	257	226	0.879377431906615	0.746621621621622	221	1297	60	0	0.319022269215547	1
"Metabolism of carbohydrates"	"Metabolism of carbohydrates"	257	257	226	0.879377431906615	0.746621621621622	221	1297	60	0	0.319022269215547	1
"Myoclonic epilepsy of Lafora"	"Myoclonic epilepsy of Lafora"	257	257	226	0.879377431906615	0.746621621621622	221	1297	60	0	0.319022269215547	1
"formation of the beta-catenin:TCF transactivating complex"	"formation of the beta-catenin:TCF transactivating complex"	58	58	51	0.879310344827586	0.425675675675676	126	283	36	0	0.368359965322424	1
"PCP/CE pathway"	"PCP/CE pathway"	91	91	80	0.879120879120879	0.577702702702703	171	576	60	0	0.364107829614341	1
"RNF mutants show enhanced WNT signaling and proliferation"	"RNF mutants show enhanced WNT signaling and proliferation"	190	190	167	0.878947368421053	0.662162162162162	196	994	60	0	0.342249322301713	1
"TCF dependent signaling in response to WNT"	"TCF dependent signaling in response to WNT"	190	190	167	0.878947368421053	0.662162162162162	196	994	60	0	0.342249322301713	1
"XAV939 inhibits tankyrase, stabilizing AXIN"	"XAV939 inhibits tankyrase, stabilizing AXIN"	190	190	167	0.878947368421053	0.662162162162162	196	994	60	0	0.342249322301713	1
"misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling"	"misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling"	190	190	167	0.878947368421053	0.662162162162162	196	994	60	0	0.342249322301713	1
"Glutathione conjugation"	"Glutathione conjugation"	33	33	29	0.878787878787879	0.347972972972973	103	203	32	0	0.370583776074788	1
"MyD88-independent cascade"	"MyD88-independent cascade"	99	99	87	0.878787878787879	0.618243243243243	183	550	85	0	0.366097445816977	1
"Post-Elongation Processing of Intron-Containing pre-mRNA"	"Post-Elongation Processing of Intron-Containing pre-mRNA"	33	33	29	0.878787878787879	0.378378378378378	112	175	51	0	0.370583776074788	1
"Purine metabolism"	"Purine metabolism"	33	33	29	0.878787878787879	0.287162162162162	85	139	43	0	0.370583776074788	1
"TRIF-mediated TLR3/TLR4 signaling"	"TRIF-mediated TLR3/TLR4 signaling"	99	99	87	0.878787878787879	0.618243243243243	183	550	85	0	0.366097445816977	1
"Toll Like Receptor 3 (TLR3) Cascade"	"Toll Like Receptor 3 (TLR3) Cascade"	99	99	87	0.878787878787879	0.618243243243243	183	550	85	0	0.366097445816977	1
"mRNA 3'-end processing"	"mRNA 3'-end processing"	33	33	29	0.878787878787879	0.378378378378378	112	175	51	0	0.370583776074788	1
"Metabolism of lipids and lipoproteins"	"Metabolism of lipids and lipoproteins"	569	569	500	0.878734622144112	0.85472972972973	253	3005	60	0	0.272286159913851	1
"Developmental Biology"	"Developmental Biology"	519	519	456	0.878612716763006	0.841216216216216	249	3114	60	0	0.283489003323387	1
"DNA Repair"	"DNA Repair"	115	115	101	0.878260869565217	0.587837837837838	174	584	55	0	0.369046790353889	1
"Retinoid metabolism and transport"	"Retinoid metabolism and transport"	41	41	36	0.878048780487805	0.358108108108108	106	230	30	0	0.378288217563616	1
"GPVI-mediated activation cascade"	"GPVI-mediated activation cascade"	49	49	43	0.877551020408163	0.449324324324324	133	284	60	0	0.383544962877693	1
"Metabolism of non-coding RNA"	"Metabolism of non-coding RNA"	49	49	43	0.877551020408163	0.462837837837838	137	235	51	0	0.383544962877693	1
"snRNP Assembly"	"snRNP Assembly"	49	49	43	0.877551020408163	0.462837837837838	137	235	51	0	0.383544962877693	1
"Metabolism"	"Metabolism"	1565	1565	1373	0.877316293929712	0.905405405405405	268	8103	60	0	0.201635220206522	1
"Meiotic synapsis"	"Meiotic synapsis"	57	57	50	0.87719298245614	0.405405405405405	120	292	35	0	0.387279418115592	1
"Cell-Cell communication"	"Cell-Cell communication"	130	130	114	0.876923076923077	0.679054054054054	201	1036	60	0	0.383715167849373	1
"Organelle biogenesis and maintenance"	"Organelle biogenesis and maintenance"	323	323	283	0.876160990712074	0.763513513513513	226	1844	60	0	0.36934331980679	1
"Metabolism of proteins"	"Metabolism of proteins"	694	694	608	0.876080691642651	0.824324324324324	244	4255	60	0	0.328861102187139	1
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"	"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"	24	24	21	0.875	0.10472972972973	31	69	6	0	0.386962721461834	1
"Cellular responses to stress"	"Cellular responses to stress"	248	248	217	0.875	0.790540540540541	234	1351	83	0	0.400652753770433	1
"Centrosome maturation"	"Centrosome maturation"	72	72	63	0.875	0.513513513513513	152	390	34	0	0.409263062510765	1
"Digestion of dietary carbohydrate"	"Digestion of dietary carbohydrate"	8	8	7	0.875	0.182432432432432	54	68	47	0	0.332019444372452	1
"Downregulation of ERBB4 signaling"	"Downregulation of ERBB4 signaling"	8	8	7	0.875	0.114864864864865	34	38	12	0	0.332019444372452	1
"Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion"	"Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion"	8	8	7	0.875	0.0675675675675676	20	26	7	0	0.332019444372452	1
"Formation of the Early Elongation Complex"	"Formation of the Early Elongation Complex"	32	32	28	0.875	0.378378378378378	112	216	55	0	0.395676745981414	1
"Formation of the HIV-1 Early Elongation Complex"	"Formation of the HIV-1 Early Elongation Complex"	32	32	28	0.875	0.378378378378378	112	216	55	0	0.395676745981414	1
"Free fatty acids regulate insulin secretion"	"Free fatty acids regulate insulin secretion"	8	8	7	0.875	0.0675675675675676	20	26	7	0	0.332019444372452	1
"Glucocorticoid biosynthesis"	"Glucocorticoid biosynthesis"	8	8	7	0.875	0.165540540540541	49	91	33	0	0.332019444372452	1
"HuR stabilizes mRNA"	"HuR stabilizes mRNA"	8	8	7	0.875	0.0506756756756757	15	21	5	0	0.332019444372452	1
"MAP kinase activation in TLR cascade"	"MAP kinase activation in TLR cascade"	56	56	49	0.875	0.435810810810811	129	260	18	0	0.406708445661574	1
"Metabolism of Angiotensinogen to Angiotensins"	"Metabolism of Angiotensinogen to Angiotensins"	16	16	14	0.875	0.222972972972973	66	186	44	0	0.370861953289472	1
"MyD88 dependent cascade initiated on endosome"	"MyD88 dependent cascade initiated on endosome"	88	88	77	0.875	0.547297297297297	162	441	43	0	0.410269928093618	1
"MyD88:Mal cascade initiated on plasma membrane"	"MyD88:Mal cascade initiated on plasma membrane"	96	96	84	0.875	0.547297297297297	162	438	19	0	0.410423199332919	1
"Neurotransmitter Clearance In The Synaptic Cleft"	"Neurotransmitter Clearance In The Synaptic Cleft"	8	8	7	0.875	0.300675675675676	89	113	49	0	0.332019444372452	1
"Polo-like kinase mediated events"	"Polo-like kinase mediated events"	16	16	14	0.875	0.101351351351351	30	39	9	0	0.370861953289472	1
"Recruitment of mitotic centrosome proteins and complexes"	"Recruitment of mitotic centrosome proteins and complexes"	72	72	63	0.875	0.513513513513513	152	390	34	0	0.409263062510765	1
"Recruitment of repair and signaling proteins to double-strand breaks"	"Recruitment of repair and signaling proteins to double-strand breaks"	8	8	7	0.875	0.097972972972973	29	40	12	0	0.332019444372452	1
"Regulation of PLK1 Activity at G2/M Transition"	"Regulation of PLK1 Activity at G2/M Transition"	80	80	70	0.875	0.483108108108108	143	380	32	0	0.409905446806205	1
"Sema4D induced cell migration and growth-cone collapse"	"Sema4D induced cell migration and growth-cone collapse"	24	24	21	0.875	0.216216216216216	64	79	16	0	0.386962721461834	1
"Sema4D mediated inhibition of cell attachment and migration"	"Sema4D mediated inhibition of cell attachment and migration"	8	8	7	0.875	0.0540540540540541	16	19	6	0	0.332019444372452	1
"Signaling by Robo receptor"	"Signaling by Robo receptor"	32	32	28	0.875	0.442567567567568	131	281	51	0	0.395676745981414	1
"Synthesis of PG"	"Synthesis of PG"	8	8	7	0.875	0.246621621621622	73	78	56	0	0.332019444372452	1
"Synthesis of glycosylphosphatidylinositol (GPI)"	"Synthesis of glycosylphosphatidylinositol (GPI)"	16	16	14	0.875	0.358108108108108	106	134	51	0	0.370861953289472	1
"TRAF6 mediated NF-kB activation"	"TRAF6 mediated NF-kB activation"	24	24	21	0.875	0.277027027027027	82	105	12	0	0.386962721461834	1
"TRAF6 mediated induction of TAK1 complex"	"TRAF6 mediated induction of TAK1 complex"	16	16	14	0.875	0.192567567567568	57	73	15	0	0.370861953289472	1
"Thyroxine biosynthesis"	"Thyroxine biosynthesis"	8	8	7	0.875	0.0743243243243243	22	25	9	0	0.332019444372452	1
"Toll Like Receptor 2 (TLR2) Cascade"	"Toll Like Receptor 2 (TLR2) Cascade"	96	96	84	0.875	0.547297297297297	162	438	19	0	0.410423199332919	1
"Toll Like Receptor 7/8 (TLR7/8) Cascade"	"Toll Like Receptor 7/8 (TLR7/8) Cascade"	88	88	77	0.875	0.547297297297297	162	441	43	0	0.410269928093618	1
"Toll Like Receptor TLR1:TLR2 Cascade"	"Toll Like Receptor TLR1:TLR2 Cascade"	96	96	84	0.875	0.547297297297297	162	438	19	0	0.410423199332919	1
"Toll Like Receptor TLR6:TLR2 Cascade"	"Toll Like Receptor TLR6:TLR2 Cascade"	96	96	84	0.875	0.547297297297297	162	438	19	0	0.410423199332919	1
"Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus"	"Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus"	8	8	7	0.875	0.111486486486486	33	62	11	0	0.332019444372452	1
"Signaling by GPCR"	"Signaling by GPCR"	1078	1078	943	0.874768089053803	0.85472972972973	253	5125	60	0	0.341919506026102	1
"MHC class II antigen presentation"	"MHC class II antigen presentation"	103	103	90	0.87378640776699	0.554054054054054	164	527	58	0	0.425106112427229	1
"O-linked glycosylation"	"O-linked glycosylation"	103	103	90	0.87378640776699	0.554054054054054	164	661	60	0	0.425106112427229	1
"Platelet homeostasis"	"Platelet homeostasis"	79	79	69	0.873417721518987	0.537162162162162	159	518	60	0	0.42662486759861	1
"Cytokine Signaling in Immune system"	"Cytokine Signaling in Immune system"	308	308	269	0.873376623376623	0.773648648648649	229	1774	60	0	0.429364381692396	1
"Asparagine N-linked glycosylation"	"Asparagine N-linked glycosylation"	118	118	103	0.872881355932203	0.597972972972973	177	564	56	0	0.437587246741039	1
"Defective ALG1 causes ALG1-CDG (CDG-1k)"	"Defective ALG1 causes ALG1-CDG (CDG-1k)"	118	118	103	0.872881355932203	0.597972972972973	177	564	56	0	0.437587246741039	1
"Defective ALG11 causes ALG11-CDG (CDG-1p)"	"Defective ALG11 causes ALG11-CDG (CDG-1p)"	118	118	103	0.872881355932203	0.597972972972973	177	564	56	0	0.437587246741039	1
"Defective ALG12 causes ALG12-CDG (CDG-1g)"	"Defective ALG12 causes ALG12-CDG (CDG-1g)"	118	118	103	0.872881355932203	0.597972972972973	177	564	56	0	0.437587246741039	1
"Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS)"	"Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS)"	118	118	103	0.872881355932203	0.597972972972973	177	564	56	0	0.437587246741039	1
"Defective ALG2 causes ALG2-CDG (CDG-1i)"	"Defective ALG2 causes ALG2-CDG (CDG-1i)"	118	118	103	0.872881355932203	0.597972972972973	177	564	56	0	0.437587246741039	1
"Defective ALG3 causes ALG3-CDG (CDG-1d)"	"Defective ALG3 causes ALG3-CDG (CDG-1d)"	118	118	103	0.872881355932203	0.597972972972973	177	564	56	0	0.437587246741039	1
"Defective ALG6 causes ALG6-CDG (CDG-1c)"	"Defective ALG6 causes ALG6-CDG (CDG-1c)"	118	118	103	0.872881355932203	0.597972972972973	177	564	56	0	0.437587246741039	1
"Defective ALG8 causes ALG8-CDG (CDG-1h)"	"Defective ALG8 causes ALG8-CDG (CDG-1h)"	118	118	103	0.872881355932203	0.597972972972973	177	564	56	0	0.437587246741039	1
"Defective ALG9 causes ALG9-CDG (CDG-1l)"	"Defective ALG9 causes ALG9-CDG (CDG-1l)"	118	118	103	0.872881355932203	0.597972972972973	177	564	56	0	0.437587246741039	1
"Defective DPAGT1 causes DPAGT1-CDG (CDG-1j) and CMSTA2"	"Defective DPAGT1 causes DPAGT1-CDG (CDG-1j) and CMSTA2"	118	118	103	0.872881355932203	0.597972972972973	177	564	56	0	0.437587246741039	1
"Defective MAN1B1 causes MRT15"	"Defective MAN1B1 causes MRT15"	118	118	103	0.872881355932203	0.597972972972973	177	564	56	0	0.437587246741039	1
"Defective MGAT2 causes MGAT2-CDG (CDG-2a)"	"Defective MGAT2 causes MGAT2-CDG (CDG-2a)"	118	118	103	0.872881355932203	0.597972972972973	177	564	56	0	0.437587246741039	1
"Defective MOGS causes MOGS-CDG (CDG-2b)"	"Defective MOGS causes MOGS-CDG (CDG-2b)"	118	118	103	0.872881355932203	0.597972972972973	177	564	56	0	0.437587246741039	1
"Defective MPDU1 causes MPDU1-CDG (CDG-1f)"	"Defective MPDU1 causes MPDU1-CDG (CDG-1f)"	118	118	103	0.872881355932203	0.597972972972973	177	564	56	0	0.437587246741039	1
"Defective RFT1 causes RFT1-CDG (CDG-1n)"	"Defective RFT1 causes RFT1-CDG (CDG-1n)"	118	118	103	0.872881355932203	0.597972972972973	177	564	56	0	0.437587246741039	1
"Diseases associated with N-glycosylation of proteins"	"Diseases associated with N-glycosylation of proteins"	118	118	103	0.872881355932203	0.597972972972973	177	564	56	0	0.437587246741039	1
"Interferon Signaling"	"Interferon Signaling"	196	196	171	0.872448979591837	0.665540540540541	197	1076	55	0	0.447867931261561	1
"Epigenetic regulation of gene expression"	"Epigenetic regulation of gene expression"	94	94	82	0.872340425531915	0.52027027027027	154	353	55	0	0.441219500910607	1
"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"	"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"	86	86	75	0.872093023255814	0.493243243243243	146	396	19	0	0.442429860920648	1
"Activation of NMDA receptor upon glutamate binding and postsynaptic events"	"Activation of NMDA receptor upon glutamate binding and postsynaptic events"	39	39	34	0.871794871794872	0.361486486486487	107	164	31	0	0.424427206991455	1
"Transcriptional regulation of white adipocyte differentiation"	"Transcriptional regulation of white adipocyte differentiation"	78	78	68	0.871794871794872	0.591216216216216	175	464	60	0	0.443627973688599	1
"Signaling by Interleukins"	"Signaling by Interleukins"	109	109	95	0.871559633027523	0.692567567567568	205	692	60	0	0.453321211662112	1
"Assembly of the primary cilium"	"Assembly of the primary cilium"	179	179	156	0.871508379888268	0.672297297297297	199	1007	51	0	0.462466084235425	1
"Gluconeogenesis"	"Gluconeogenesis"	31	31	27	0.870967741935484	0.266891891891892	79	149	20	0	0.421776291326212	1
"Nuclear import of Rev protein"	"Nuclear import of Rev protein"	31	31	27	0.870967741935484	0.27027027027027	80	110	16	0	0.421776291326212	1
"Pausing and recovery of Tat-mediated HIV elongation"	"Pausing and recovery of Tat-mediated HIV elongation"	31	31	27	0.870967741935484	0.39527027027027	117	193	55	0	0.421776291326212	1
"Striated Muscle Contraction"	"Striated Muscle Contraction"	31	31	27	0.870967741935484	0.280405405405405	83	131	19	0	0.421776291326212	1
"Tat-mediated HIV elongation arrest and recovery"	"Tat-mediated HIV elongation arrest and recovery"	31	31	27	0.870967741935484	0.39527027027027	117	193	55	0	0.421776291326212	1
"disassembly of the destruction complex and recruitment of AXIN to the membrane"	"disassembly of the destruction complex and recruitment of AXIN to the membrane"	31	31	27	0.870967741935484	0.415540540540541	123	206	60	0	0.421776291326212	1
"Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)"	"Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)"	441	441	384	0.870748299319728	0.766891891891892	227	2316	59	0	0.491779790199341	1
"GPCR ligand binding"	"GPCR ligand binding"	441	441	384	0.870748299319728	0.766891891891892	227	2316	59	0	0.491779790199341	1
"Meiosis"	"Meiosis"	85	85	74	0.870588235294118	0.476351351351351	141	407	35	0	0.458866811016763	1
"Golgi Associated Vesicle Biogenesis"	"Golgi Associated Vesicle Biogenesis"	54	54	47	0.87037037037037	0.486486486486487	144	272	51	0	0.446976479835815	1
"Heparan sulfate/heparin (HS-GAG) metabolism"	"Heparan sulfate/heparin (HS-GAG) metabolism"	54	54	47	0.87037037037037	0.341216216216216	101	207	23	0	0.446976479835815	1
"Negative epigenetic regulation of rRNA expression"	"Negative epigenetic regulation of rRNA expression"	77	77	67	0.87012987012987	0.493243243243243	146	288	55	0	0.460890738213785	1
"Abortive elongation of HIV-1 transcript in the absence of Tat"	"Abortive elongation of HIV-1 transcript in the absence of Tat"	23	23	20	0.869565217391304	0.358108108108108	106	199	55	0	0.416888694479564	1
"Diseases associated with visual transduction"	"Diseases associated with visual transduction"	92	92	80	0.869565217391304	0.483108108108108	143	469	30	0	0.472845988786836	1
"Downregulation of SMAD2/3:SMAD4 transcriptional activity"	"Downregulation of SMAD2/3:SMAD4 transcriptional activity"	23	23	20	0.869565217391304	0.398648648648649	118	163	57	0	0.416888694479564	1
"MicroRNA (miRNA) biogenesis"	"MicroRNA (miRNA) biogenesis"	23	23	20	0.869565217391304	0.388513513513513	115	185	55	0	0.416888694479564	1
"Post-Elongation Processing of Intronless pre-mRNA"	"Post-Elongation Processing of Intronless pre-mRNA"	23	23	20	0.869565217391304	0.364864864864865	108	152	51	0	0.416888694479564	1
"Processing of Capped Intronless Pre-mRNA"	"Processing of Capped Intronless Pre-mRNA"	23	23	20	0.869565217391304	0.364864864864865	108	152	51	0	0.416888694479564	1
"Signaling by BMP"	"Signaling by BMP"	23	23	20	0.869565217391304	0.263513513513513	78	102	19	0	0.416888694479564	1
"Visual phototransduction"	"Visual phototransduction"	92	92	80	0.869565217391304	0.483108108108108	143	469	30	0	0.472845988786836	1
"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	106	106	92	0.867924528301887	0.577702702702703	171	543	55	0	0.497777546765297	1
"Nonsense-Mediated Decay (NMD)"	"Nonsense-Mediated Decay (NMD)"	106	106	92	0.867924528301887	0.577702702702703	171	543	55	0	0.497777546765297	1
"Regulation of cholesterol biosynthesis by SREBP (SREBF)"	"Regulation of cholesterol biosynthesis by SREBP (SREBF)"	53	53	46	0.867924528301887	0.625	185	366	60	0	0.46774495500246	1
"p75 NTR receptor-mediated signalling"	"p75 NTR receptor-mediated signalling"	83	83	72	0.867469879518072	0.543918918918919	161	478	57	0	0.492340504747421	1
"Activation of the pre-replicative complex"	"Activation of the pre-replicative complex"	30	30	26	0.866666666666667	0.331081081081081	98	172	18	0	0.448831674893077	1
"Eicosanoid ligand-binding receptors"	"Eicosanoid ligand-binding receptors"	15	15	13	0.866666666666667	0.148648648648649	44	59	16	0	0.407006544220759	1
"Glucagon-type ligand receptors"	"Glucagon-type ligand receptors"	30	30	26	0.866666666666667	0.388513513513513	115	196	59	0	0.448831674893077	1
"Lipoprotein metabolism"	"Lipoprotein metabolism"	30	30	26	0.866666666666667	0.185810810810811	55	103	11	0	0.448831674893077	1
