"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"S45 mutants of beta-catenin aren't phosphorylated"	"S45 mutants of beta-catenin aren't phosphorylated"	82	82	71	0.865853658536585	0.295275590551181	150	218	22	0	0.149139646189715	1
"T41 mutants of beta-catenin aren't phosphorylated"	"T41 mutants of beta-catenin aren't phosphorylated"	82	82	71	0.865853658536585	0.295275590551181	150	218	22	0	0.149139646189715	1
"TCF7L2 mutants don't bind CTBP"	"TCF7L2 mutants don't bind CTBP"	82	82	71	0.865853658536585	0.295275590551181	150	218	22	0	0.149139646189715	1
"deletions in the AMER1 gene destabilize the destruction complex"	"deletions in the AMER1 gene destabilize the destruction complex"	82	82	71	0.865853658536585	0.295275590551181	150	218	22	0	0.149139646189715	1
"deletions in the AXIN genes in hepatocellular carcinoma result in elevated WNT signaling"	"deletions in the AXIN genes in hepatocellular carcinoma result in elevated WNT signaling"	82	82	71	0.865853658536585	0.295275590551181	150	218	22	0	0.149139646189715	1
"misspliced GSK3beta mutants stabilize beta-catenin"	"misspliced GSK3beta mutants stabilize beta-catenin"	82	82	71	0.865853658536585	0.295275590551181	150	218	22	0	0.149139646189715	1
"phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex"	"phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex"	82	82	71	0.865853658536585	0.295275590551181	150	218	22	0	0.149139646189715	1
"truncated APC mutants destabilize the destruction complex"	"truncated APC mutants destabilize the destruction complex"	82	82	71	0.865853658536585	0.295275590551181	150	218	22	0	0.149139646189715	1
"truncations of AMER1 destabilize the destruction complex"	"truncations of AMER1 destabilize the destruction complex"	82	82	71	0.865853658536585	0.295275590551181	150	218	22	0	0.149139646189715	1
"GAB1 signalosome"	"GAB1 signalosome"	104	104	90	0.865384615384615	0.55511811023622	282	483	86	0	0.129269563003091	1
"Mitochondrial biogenesis"	"Mitochondrial biogenesis"	52	52	45	0.865384615384615	0.307086614173228	156	212	30	0	0.191186275366382	1
"Stabilization of p53"	"Stabilization of p53"	52	52	45	0.865384615384615	0.724409448818898	368	446	340	0	0.191186275366382	1
"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A"	"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A"	52	52	45	0.865384615384615	0.179133858267717	91	108	14	0	0.191186275366382	1
"p53-Independent DNA Damage Response"	"p53-Independent DNA Damage Response"	52	52	45	0.865384615384615	0.179133858267717	91	108	14	0	0.191186275366382	1
"p53-Independent G1/S DNA damage checkpoint"	"p53-Independent G1/S DNA damage checkpoint"	52	52	45	0.865384615384615	0.179133858267717	91	108	14	0	0.191186275366382	1
"Degradation of GLI1 by the proteasome"	"Degradation of GLI1 by the proteasome"	59	59	51	0.864406779661017	0.208661417322835	106	126	9	0	0.186805355539172	1
"Degradation of GLI2 by the proteasome"	"Degradation of GLI2 by the proteasome"	59	59	51	0.864406779661017	0.21259842519685	108	128	13	0	0.186805355539172	1
"GLI3 is processed to GLI3R by the proteasome"	"GLI3 is processed to GLI3R by the proteasome"	59	59	51	0.864406779661017	0.200787401574803	102	124	9	0	0.186805355539172	1
"CTLA4 inhibitory signaling"	"CTLA4 inhibitory signaling"	22	22	19	0.863636363636364	0.108267716535433	55	63	7	0	0.248240138878631	1
"Extrinsic Pathway"	"Extrinsic Pathway"	22	22	19	0.863636363636364	0.21259842519685	108	128	51	0	0.248240138878631	1
"Smooth Muscle Contraction"	"Smooth Muscle Contraction"	22	22	19	0.863636363636364	0.118110236220472	60	73	19	0	0.248240138878631	1
"Hemostasis"	"Hemostasis"	497	497	429	0.86317907444668	0.978346456692913	497	2620	340	0	0.0140577990165316	0.40054543015401
"RNF mutants show enhanced WNT signaling and proliferation"	"RNF mutants show enhanced WNT signaling and proliferation"	190	190	164	0.863157894736842	0.692913385826772	352	778	79	0	0.0837827479272411	1
"TCF dependent signaling in response to WNT"	"TCF dependent signaling in response to WNT"	190	190	164	0.863157894736842	0.692913385826772	352	778	79	0	0.0837827479272411	1
"XAV939 inhibits tankyrase, stabilizing AXIN"	"XAV939 inhibits tankyrase, stabilizing AXIN"	190	190	164	0.863157894736842	0.692913385826772	352	778	79	0	0.0837827479272411	1
"misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling"	"misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling"	190	190	164	0.863157894736842	0.692913385826772	352	778	79	0	0.0837827479272411	1
"Autodegradation of the E3 ubiquitin ligase COP1"	"Autodegradation of the E3 ubiquitin ligase COP1"	51	51	44	0.862745098039216	0.724409448818898	368	443	340	0	0.207882785376311	1
"Association of TriC/CCT with target proteins during biosynthesis"	"Association of TriC/CCT with target proteins during biosynthesis"	29	29	25	0.862068965517241	0.188976377952756	96	116	32	0	0.244792320246489	1
"Biological oxidations"	"Biological oxidations"	174	174	150	0.862068965517241	0.523622047244094	266	500	13	0	0.0993246204323281	1
"CDO in myogenesis"	"CDO in myogenesis"	29	29	25	0.862068965517241	0.204724409448819	104	129	26	0	0.244792320246489	1
"Defective AMN causes hereditary megaloblastic anemia 1"	"Defective AMN causes hereditary megaloblastic anemia 1"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Defective BTD causes biotidinase deficiency"	"Defective BTD causes biotidinase deficiency"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Defective CD320 causes methylmalonic aciduria"	"Defective CD320 causes methylmalonic aciduria"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Defective CUBN causes hereditary megaloblastic anemia 1"	"Defective CUBN causes hereditary megaloblastic anemia 1"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Defective GIF causes intrinsic factor deficiency"	"Defective GIF causes intrinsic factor deficiency"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Defective HLCS causes multiple carboxylase deficiency"	"Defective HLCS causes multiple carboxylase deficiency"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF"	"Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Defective MMAA causes methylmalonic aciduria type cblA"	"Defective MMAA causes methylmalonic aciduria type cblA"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Defective MMAB causes methylmalonic aciduria type cblB"	"Defective MMAB causes methylmalonic aciduria type cblB"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC"	"Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD"	"Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Defective MTR causes methylmalonic aciduria and homocystinuria type cblG"	"Defective MTR causes methylmalonic aciduria and homocystinuria type cblG"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE"	"Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Defective MUT causes methylmalonic aciduria mut type"	"Defective MUT causes methylmalonic aciduria mut type"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Defective TCN2 causes hereditary megaloblastic anemia"	"Defective TCN2 causes hereditary megaloblastic anemia"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Defects in biotin (Btn) metabolism"	"Defects in biotin (Btn) metabolism"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Defects in cobalamin (B12) metabolism"	"Defects in cobalamin (B12) metabolism"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Defects in vitamin and cofactor metabolism"	"Defects in vitamin and cofactor metabolism"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Metabolism of vitamins and cofactors"	"Metabolism of vitamins and cofactors"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Metabolism of water-soluble vitamins and cofactors"	"Metabolism of water-soluble vitamins and cofactors"	87	87	75	0.862068965517241	0.381889763779528	194	291	37	0	0.167700966803395	1
"Myogenesis"	"Myogenesis"	29	29	25	0.862068965517241	0.204724409448819	104	129	26	0	0.244792320246489	1
"SHC-mediated cascade"	"SHC-mediated cascade"	29	29	25	0.862068965517241	0.169291338582677	86	93	29	0	0.244792320246489	1
"SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription"	"SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription"	29	29	25	0.862068965517241	0.167322834645669	85	102	11	0	0.244792320246489	1
"formation of the beta-catenin:TCF transactivating complex"	"formation of the beta-catenin:TCF transactivating complex"	58	58	50	0.862068965517241	0.464566929133858	236	334	79	0	0.20228039003633	1
"EPH-Ephrin signaling"	"EPH-Ephrin signaling"	94	94	81	0.861702127659574	0.566929133858268	288	539	29	0	0.162952138583722	1
"Metabolism of lipids and lipoproteins"	"Metabolism of lipids and lipoproteins"	569	569	490	0.86115992970123	0.909448818897638	462	2065	86	0	0.0134426945886462	0.384695643829514
"Removal of licensing factors from origins"	"Removal of licensing factors from origins"	72	72	62	0.861111111111111	0.267716535433071	136	169	14	0	0.190843477839141	1
"Iron uptake and transport"	"Iron uptake and transport"	43	43	37	0.86046511627907	0.15748031496063	80	114	14	0	0.23255680024396	1
"Transcriptional activation of mitochondrial biogenesis"	"Transcriptional activation of mitochondrial biogenesis"	43	43	37	0.86046511627907	0.285433070866142	145	195	30	0	0.23255680024396	1
"DAP12 interactions"	"DAP12 interactions"	179	179	154	0.860335195530726	0.75	381	902	86	0	0.108295546170155	1
"Nuclear Envelope Breakdown"	"Nuclear Envelope Breakdown"	50	50	43	0.86	0.240157480314961	122	169	11	0	0.225656171901378	1
"Regulation of Apoptosis"	"Regulation of Apoptosis"	50	50	43	0.86	0.163385826771654	83	97	9	0	0.225656171901378	1
"Ubiquitin-dependent degradation of Cyclin D"	"Ubiquitin-dependent degradation of Cyclin D"	50	50	43	0.86	0.15748031496063	80	92	9	0	0.225656171901378	1
"Ubiquitin-dependent degradation of Cyclin D1"	"Ubiquitin-dependent degradation of Cyclin D1"	50	50	43	0.86	0.15748031496063	80	92	9	0	0.225656171901378	1
"Downstream signaling events of B Cell Receptor (BCR)"	"Downstream signaling events of B Cell Receptor (BCR)"	170	170	146	0.858823529411765	0.65748031496063	334	668	86	0	0.124707849584708	1
"Amine ligand-binding receptors"	"Amine ligand-binding receptors"	42	42	36	0.857142857142857	0.196850393700787	100	132	9	0	0.253230774866345	1
"Attachment of GPI anchor to uPAR"	"Attachment of GPI anchor to uPAR"	7	7	6	0.857142857142857	0.0275590551181102	14	17	5	0	0.269195744794498	1
"CREB phosphorylation"	"CREB phosphorylation"	7	7	6	0.857142857142857	0.0433070866141732	22	22	7	0	0.269195744794498	1
"Clearance of Nuclear Envelope Membranes from Chromatin"	"Clearance of Nuclear Envelope Membranes from Chromatin"	7	7	6	0.857142857142857	0.0255905511811024	13	13	3	0	0.269195744794498	1
"Cleavage of Growing Transcript in the Termination Region"	"Cleavage of Growing Transcript in the Termination Region"	42	42	36	0.857142857142857	0.139763779527559	71	97	9	0	0.253230774866345	1
"Deadenylation-dependent mRNA decay"	"Deadenylation-dependent mRNA decay"	49	49	42	0.857142857142857	0.244094488188976	124	160	17	0	0.244524923979186	1
"FGFR3b ligand binding and activation"	"FGFR3b ligand binding and activation"	7	7	6	0.857142857142857	0.0354330708661417	18	18	9	0	0.269195744794498	1
"Homologous DNA pairing and strand exchange"	"Homologous DNA pairing and strand exchange"	7	7	6	0.857142857142857	0.0767716535433071	39	42	19	0	0.269195744794498	1
"Interleukin-1 processing"	"Interleukin-1 processing"	7	7	6	0.857142857142857	0.0236220472440945	12	13	4	0	0.269195744794498	1
"Mitochondrial tRNA aminoacylation"	"Mitochondrial tRNA aminoacylation"	21	21	18	0.857142857142857	0.100393700787402	51	61	7	0	0.278054741345177	1
"Orc1 removal from chromatin"	"Orc1 removal from chromatin"	70	70	60	0.857142857142857	0.261811023622047	133	164	14	0	0.220109728366478	1
"PP2A-mediated dephosphorylation of key metabolic factors"	"PP2A-mediated dephosphorylation of key metabolic factors"	7	7	6	0.857142857142857	0.0393700787401575	20	20	4	0	0.269195744794498	1
"Pentose phosphate pathway (hexose monophosphate shunt)"	"Pentose phosphate pathway (hexose monophosphate shunt)"	7	7	6	0.857142857142857	0.0255905511811024	13	13	4	0	0.269195744794498	1
"Post-Elongation Processing of the Transcript"	"Post-Elongation Processing of the Transcript"	42	42	36	0.857142857142857	0.139763779527559	71	97	9	0	0.253230774866345	1
"RNA Polymerase II Transcription Termination"	"RNA Polymerase II Transcription Termination"	42	42	36	0.857142857142857	0.139763779527559	71	97	9	0	0.253230774866345	1
"RNA Polymerase III Transcription Initiation From Type 3 Promoter"	"RNA Polymerase III Transcription Initiation From Type 3 Promoter"	28	28	24	0.857142857142857	0.0984251968503937	50	64	6	0	0.270618124805781	1
"Regulation of AMPK activity via LKB1"	"Regulation of AMPK activity via LKB1"	14	14	12	0.857142857142857	0.0767716535433071	39	40	5	0	0.281618466171246	1
"Regulation of IFNG signaling"	"Regulation of IFNG signaling"	14	14	12	0.857142857142857	0.0807086614173228	41	42	8	0	0.281618466171246	1
"Regulation of activated PAK-2p34 by proteasome mediated degradation"	"Regulation of activated PAK-2p34 by proteasome mediated degradation"	49	49	42	0.857142857142857	0.15748031496063	80	93	9	0	0.244524923979186	1
"Regulation of pyruvate dehydrogenase (PDH) complex"	"Regulation of pyruvate dehydrogenase (PDH) complex"	14	14	12	0.857142857142857	0.0610236220472441	31	32	6	0	0.281618466171246	1
"Switching of origins to a post-replicative state"	"Switching of origins to a post-replicative state"	70	70	60	0.857142857142857	0.261811023622047	133	164	14	0	0.220109728366478	1
"Synthesis of bile acids and bile salts via 24-hydroxycholesterol"	"Synthesis of bile acids and bile salts via 24-hydroxycholesterol"	14	14	12	0.857142857142857	0.0688976377952756	35	39	7	0	0.281618466171246	1
"Transcriptional regulation of pluripotent stem cells"	"Transcriptional regulation of pluripotent stem cells"	42	42	36	0.857142857142857	0.19488188976378	99	125	10	0	0.253230774866345	1
"Ubiquinol biosynthesis"	"Ubiquinol biosynthesis"	7	7	6	0.857142857142857	0.0275590551181102	14	14	6	0	0.269195744794498	1
"degradation of DVL"	"degradation of DVL"	56	56	48	0.857142857142857	0.22244094488189	113	135	14	0	0.236070790967276	1
"mRNA Capping"	"mRNA Capping"	28	28	24	0.857142857142857	0.125984251968504	64	78	10	0	0.270618124805781	1
"Peptide hormone metabolism"	"Peptide hormone metabolism"	83	83	71	0.855421686746988	0.324803149606299	165	253	14	0	0.219307476400069	1
"GABA receptor activation"	"GABA receptor activation"	55	55	47	0.854545454545454	0.352362204724409	179	266	26	0	0.254410353916072	1
"EPH-ephrin mediated repulsion of cells"	"EPH-ephrin mediated repulsion of cells"	48	48	41	0.854166666666667	0.348425196850394	177	266	25	0	0.264500258075332	1
"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer"	"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer"	41	41	35	0.853658536585366	0.25	127	180	20	0	0.275201342631874	1
"Regulation of DNA replication"	"Regulation of DNA replication"	75	75	64	0.853333333333333	0.273622047244095	139	175	14	0	0.242846376788556	1
"Signaling by Interleukins"	"Signaling by Interleukins"	109	109	93	0.853211009174312	0.539370078740158	274	464	86	0	0.21435929178684	1
"Signalling to RAS"	"Signalling to RAS"	34	34	29	0.852941176470588	0.210629921259843	107	127	29	0	0.286531636509039	1
"Ca2+ pathway"	"Ca2+ pathway"	61	61	52	0.852459016393443	0.309055118110236	157	234	21	0	0.262716057433754	1
"AUF1 (hnRNP D0) destabilizes mRNA"	"AUF1 (hnRNP D0) destabilizes mRNA"	54	54	46	0.851851851851852	0.187007874015748	95	119	17	0	0.273718823479487	1
"RNA Polymerase III Transcription Initiation From Type 1 Promoter"	"RNA Polymerase III Transcription Initiation From Type 1 Promoter"	27	27	23	0.851851851851852	0.114173228346457	58	73	14	0	0.298432769768538	1
"Formation of tubulin folding intermediates by CCT/TriC"	"Formation of tubulin folding intermediates by CCT/TriC"	20	20	17	0.85	0.0748031496062992	38	43	10	0	0.31059248689868	1
"G1/S DNA Damage Checkpoints"	"G1/S DNA Damage Checkpoints"	60	60	51	0.85	0.732283464566929	372	463	340	0	0.281399876038145	1
"RNA Polymerase III Abortive And Retractive Initiation"	"RNA Polymerase III Abortive And Retractive Initiation"	40	40	34	0.85	0.155511811023622	79	109	14	0	0.298472232248782	1
"RNA Polymerase III Transcription"	"RNA Polymerase III Transcription"	40	40	34	0.85	0.155511811023622	79	109	14	0	0.298472232248782	1
"Regulation of gene expression in beta cells"	"Regulation of gene expression in beta cells"	20	20	17	0.85	0.114173228346457	58	65	9	0	0.31059248689868	1
"Regulatory RNA pathways"	"Regulatory RNA pathways"	100	100	85	0.85	0.419291338582677	213	367	13	0	0.249265246023917	1
"Translocation of GLUT4 to the plasma membrane"	"Translocation of GLUT4 to the plasma membrane"	60	60	51	0.85	0.423228346456693	215	356	27	0	0.281399876038145	1
"Cytosolic sensors of pathogen-associated DNA"	"Cytosolic sensors of pathogen-associated DNA"	66	66	56	0.848484848484849	0.348425196850394	177	262	37	0	0.287894881476181	1
"E2F mediated regulation of DNA replication"	"E2F mediated regulation of DNA replication"	33	33	28	0.848484848484849	0.139763779527559	71	83	14	0	0.312594435636267	1
"Metabolism of steroid hormones and vitamin D"	"Metabolism of steroid hormones and vitamin D"	33	33	28	0.848484848484849	0.230314960629921	117	140	37	0	0.312594435636267	1
"Nuclear Pore Complex (NPC) Disassembly"	"Nuclear Pore Complex (NPC) Disassembly"	33	33	28	0.848484848484849	0.181102362204724	92	123	11	0	0.312594435636267	1
"Sialic acid metabolism"	"Sialic acid metabolism"	33	33	28	0.848484848484849	0.12992125984252	66	78	7	0	0.312594435636267	1
"Steroid hormones"	"Steroid hormones"	33	33	28	0.848484848484849	0.230314960629921	117	140	37	0	0.312594435636267	1
"Platelet homeostasis"	"Platelet homeostasis"	79	79	67	0.848101265822785	0.442913385826772	225	380	43	0	0.281190941491748	1
"Interferon gamma signaling"	"Interferon gamma signaling"	92	92	78	0.847826086956522	0.381889763779528	194	297	22	0	0.274303693298589	1
"Phospholipid metabolism"	"Phospholipid metabolism"	138	138	117	0.847826086956522	0.606299212598425	308	551	86	0	0.244830572659115	1
"Toll Like Receptor 9 (TLR9) Cascade"	"Toll Like Receptor 9 (TLR9) Cascade"	92	92	78	0.847826086956522	0.383858267716535	195	312	11	0	0.274303693298589	1
"Asparagine N-linked glycosylation"	"Asparagine N-linked glycosylation"	118	118	100	0.847457627118644	0.372047244094488	189	289	9	0	0.260666798192293	1
"Defective ALG1 causes ALG1-CDG (CDG-1k)"	"Defective ALG1 causes ALG1-CDG (CDG-1k)"	118	118	100	0.847457627118644	0.372047244094488	189	289	9	0	0.260666798192293	1
"Defective ALG11 causes ALG11-CDG (CDG-1p)"	"Defective ALG11 causes ALG11-CDG (CDG-1p)"	118	118	100	0.847457627118644	0.372047244094488	189	289	9	0	0.260666798192293	1
"Defective ALG12 causes ALG12-CDG (CDG-1g)"	"Defective ALG12 causes ALG12-CDG (CDG-1g)"	118	118	100	0.847457627118644	0.372047244094488	189	289	9	0	0.260666798192293	1
"Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS)"	"Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS)"	118	118	100	0.847457627118644	0.372047244094488	189	289	9	0	0.260666798192293	1
"Defective ALG2 causes ALG2-CDG (CDG-1i)"	"Defective ALG2 causes ALG2-CDG (CDG-1i)"	118	118	100	0.847457627118644	0.372047244094488	189	289	9	0	0.260666798192293	1
"Defective ALG3 causes ALG3-CDG (CDG-1d)"	"Defective ALG3 causes ALG3-CDG (CDG-1d)"	118	118	100	0.847457627118644	0.372047244094488	189	289	9	0	0.260666798192293	1
"Defective ALG6 causes ALG6-CDG (CDG-1c)"	"Defective ALG6 causes ALG6-CDG (CDG-1c)"	118	118	100	0.847457627118644	0.372047244094488	189	289	9	0	0.260666798192293	1
"Defective ALG8 causes ALG8-CDG (CDG-1h)"	"Defective ALG8 causes ALG8-CDG (CDG-1h)"	118	118	100	0.847457627118644	0.372047244094488	189	289	9	0	0.260666798192293	1
"Defective ALG9 causes ALG9-CDG (CDG-1l)"	"Defective ALG9 causes ALG9-CDG (CDG-1l)"	118	118	100	0.847457627118644	0.372047244094488	189	289	9	0	0.260666798192293	1
"Defective DPAGT1 causes DPAGT1-CDG (CDG-1j) and CMSTA2"	"Defective DPAGT1 causes DPAGT1-CDG (CDG-1j) and CMSTA2"	118	118	100	0.847457627118644	0.372047244094488	189	289	9	0	0.260666798192293	1
"Defective MAN1B1 causes MRT15"	"Defective MAN1B1 causes MRT15"	118	118	100	0.847457627118644	0.372047244094488	189	289	9	0	0.260666798192293	1
"Defective MGAT2 causes MGAT2-CDG (CDG-2a)"	"Defective MGAT2 causes MGAT2-CDG (CDG-2a)"	118	118	100	0.847457627118644	0.372047244094488	189	289	9	0	0.260666798192293	1
"Defective MOGS causes MOGS-CDG (CDG-2b)"	"Defective MOGS causes MOGS-CDG (CDG-2b)"	118	118	100	0.847457627118644	0.372047244094488	189	289	9	0	0.260666798192293	1
"Defective MPDU1 causes MPDU1-CDG (CDG-1f)"	"Defective MPDU1 causes MPDU1-CDG (CDG-1f)"	118	118	100	0.847457627118644	0.372047244094488	189	289	9	0	0.260666798192293	1
"Defective RFT1 causes RFT1-CDG (CDG-1n)"	"Defective RFT1 causes RFT1-CDG (CDG-1n)"	118	118	100	0.847457627118644	0.372047244094488	189	289	9	0	0.260666798192293	1
"Diseases associated with N-glycosylation of proteins"	"Diseases associated with N-glycosylation of proteins"	118	118	100	0.847457627118644	0.372047244094488	189	289	9	0	0.260666798192293	1
"S Phase"	"S Phase"	124	124	105	0.846774193548387	0.401574803149606	204	316	14	0	0.263818707951989	1
"Cytosolic iron-sulfur cluster assembly"	"Cytosolic iron-sulfur cluster assembly"	13	13	11	0.846153846153846	0.0748031496062992	38	42	12	0	0.321709566582475	1
"Initiation of Nuclear Envelope Reformation"	"Initiation of Nuclear Envelope Reformation"	13	13	11	0.846153846153846	0.0551181102362205	28	28	7	0	0.321709566582475	1
"Insulin receptor recycling"	"Insulin receptor recycling"	26	26	22	0.846153846153846	0.078740157480315	40	52	6	0	0.328255465805878	1
"Nuclear Envelope Reassembly"	"Nuclear Envelope Reassembly"	13	13	11	0.846153846153846	0.0551181102362205	28	28	7	0	0.321709566582475	1
"Platelet Adhesion to exposed collagen"	"Platelet Adhesion to exposed collagen"	13	13	11	0.846153846153846	0.102362204724409	52	61	13	0	0.321709566582475	1
"Platelet activation, signaling and aggregation"	"Platelet activation, signaling and aggregation"	221	221	187	0.846153846153846	0.799212598425197	406	1136	194	0	0.221875622963307	1
"RNA Pol II CTD phosphorylation and interaction with CE"	"RNA Pol II CTD phosphorylation and interaction with CE"	26	26	22	0.846153846153846	0.112204724409449	57	70	10	0	0.328255465805878	1
"RNA Polymerase III Transcription Initiation From Type 2 Promoter"	"RNA Polymerase III Transcription Initiation From Type 2 Promoter"	26	26	22	0.846153846153846	0.110236220472441	56	70	14	0	0.328255465805878	1
"Signaling by Activin"	"Signaling by Activin"	13	13	11	0.846153846153846	0.0807086614173228	41	42	10	0	0.321709566582475	1
"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)"	"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)"	13	13	11	0.846153846153846	0.047244094488189	24	27	10	0	0.321709566582475	1
"The NLRP3 inflammasome"	"The NLRP3 inflammasome"	13	13	11	0.846153846153846	0.078740157480315	40	42	14	0	0.321709566582475	1
"p75NTR recruits signalling complexes"	"p75NTR recruits signalling complexes"	13	13	11	0.846153846153846	0.0610236220472441	31	35	9	0	0.321709566582475	1
"Signal Transduction"	"Signal Transduction"	2062	2062	1742	0.844810863239573	0.994094488188976	505	8287	340	0	0.0117487189422655	0.339187195735258
"MHC class II antigen presentation"	"MHC class II antigen presentation"	103	103	87	0.844660194174757	0.423228346456693	215	353	19	0	0.296846966271592	1
"O-linked glycosylation"	"O-linked glycosylation"	103	103	87	0.844660194174757	0.608267716535433	309	706	97	0	0.296846966271592	1
"RMTs methylate histone arginines"	"RMTs methylate histone arginines"	45	45	38	0.844444444444444	0.269685039370079	137	187	22	0	0.331045722609461	1
"MyD88:Mal cascade initiated on plasma membrane"	"MyD88:Mal cascade initiated on plasma membrane"	96	96	81	0.84375	0.387795275590551	197	302	16	0	0.309367906206444	1
"Regulation of beta-cell development"	"Regulation of beta-cell development"	32	32	27	0.84375	0.299212598425197	152	180	86	0	0.34022137634976	1
"Toll Like Receptor 2 (TLR2) Cascade"	"Toll Like Receptor 2 (TLR2) Cascade"	96	96	81	0.84375	0.387795275590551	197	302	16	0	0.309367906206444	1
"Toll Like Receptor TLR1:TLR2 Cascade"	"Toll Like Receptor TLR1:TLR2 Cascade"	96	96	81	0.84375	0.387795275590551	197	302	16	0	0.309367906206444	1
"Toll Like Receptor TLR6:TLR2 Cascade"	"Toll Like Receptor TLR6:TLR2 Cascade"	96	96	81	0.84375	0.387795275590551	197	302	16	0	0.309367906206444	1
"Gastrin-CREB signalling pathway via PKC and MAPK"	"Gastrin-CREB signalling pathway via PKC and MAPK"	217	217	183	0.84331797235023	0.742125984251969	377	889	86	0	0.259701183709578	1
"Mitotic Anaphase"	"Mitotic Anaphase"	172	172	145	0.843023255813954	0.482283464566929	245	452	13	0	0.281559396347833	1
"Meiotic synapsis"	"Meiotic synapsis"	57	57	48	0.842105263157895	0.427165354330709	217	318	83	0	0.342483835229773	1
"Signaling by the B Cell Receptor (BCR)"	"Signaling by the B Cell Receptor (BCR)"	209	209	176	0.842105263157895	0.700787401574803	356	831	86	0	0.278840786790803	1
"p53-Dependent G1 DNA Damage Response"	"p53-Dependent G1 DNA Damage Response"	57	57	48	0.842105263157895	0.730314960629921	371	456	340	0	0.342483835229773	1
"p53-Dependent G1/S DNA damage checkpoint"	"p53-Dependent G1/S DNA damage checkpoint"	57	57	48	0.842105263157895	0.730314960629921	371	456	340	0	0.342483835229773	1
"DNA Replication Pre-Initiation"	"DNA Replication Pre-Initiation"	82	82	69	0.841463414634146	0.267716535433071	136	177	11	0	0.337333674797752	1
"M/G1 Transition"	"M/G1 Transition"	82	82	69	0.841463414634146	0.267716535433071	136	177	11	0	0.337333674797752	1
"MyD88 dependent cascade initiated on endosome"	"MyD88 dependent cascade initiated on endosome"	88	88	74	0.840909090909091	0.364173228346457	185	287	11	0	0.340014561322859	1
"Signalling to ERKs"	"Signalling to ERKs"	44	44	37	0.840909090909091	0.255905511811024	130	167	29	0	0.355375503374266	1
