Sample	Chromosome	Start.bp	End.bp	Num.Markers	Seg.CN
TCGA-CR-7389-01A-11D-2010-01	1	55303439	55305416	5	-1.013078
TCGA-CR-7389-01A-11D-2010-01	1	55308410	66803080	8404	0.000000
TCGA-CR-7389-01A-11D-2010-01	1	66803548	66928382	75	-0.380500
TCGA-CR-7389-01A-11D-2010-01	1	66928465	247813706	93312	0.000000
TCGA-CR-7389-01A-11D-2010-01	2	484222	9575770	5464	0.000000
TCGA-CR-7389-01A-11D-2010-01	2	9585312	9683696	59	-0.402230
TCGA-CR-7389-01A-11D-2010-01	2	9684556	242476062	125825	0.000000
TCGA-CR-7389-01A-11D-2010-01	3	2212571	144277401	79232	0.000000
TCGA-CR-7389-01A-11D-2010-01	3	144294786	144386961	57	-0.134451
TCGA-CR-7389-01A-11D-2010-01	3	144387278	197538677	27132	0.199910
TCGA-CR-7389-01A-11D-2010-01	4	1053934	33062846	19841	0.000000
TCGA-CR-7389-01A-11D-2010-01	4	33062956	33079889	10	-0.786478
TCGA-CR-7389-01A-11D-2010-01	4	33080064	171057113	74011	0.000000
TCGA-CR-7389-01A-11D-2010-01	4	171065247	188762240	8920	-0.444477
TCGA-CR-7389-01A-11D-2010-01	5	914233	180360469	100548	0.000000
TCGA-CR-7389-01A-11D-2010-01	6	1014281	64836332	35103	0.000000
TCGA-CR-7389-01A-11D-2010-01	6	64836604	64900549	37	0.211887
TCGA-CR-7389-01A-11D-2010-01	6	64901348	170903919	61392	0.000000
TCGA-CR-7389-01A-11D-2010-01	7	705284	42541489	24496	0.000000
TCGA-CR-7389-01A-11D-2010-01	7	42545123	42548656	6	-0.979129
TCGA-CR-7389-01A-11D-2010-01	7	42552131	90656433	21069	0.000000
TCGA-CR-7389-01A-11D-2010-01	7	90657316	90758236	57	-0.115215
TCGA-CR-7389-01A-11D-2010-01	7	90759531	156865463	35030	0.000000
TCGA-CR-7389-01A-11D-2010-01	7	156866399	156942214	41	0.390705
TCGA-CR-7389-01A-11D-2010-01	7	156942689	158385118	656	0.000000
TCGA-CR-7389-01A-11D-2010-01	8	617667	1815012	555	0.000000
TCGA-CR-7389-01A-11D-2010-01	8	1820678	1822439	5	0.545745
TCGA-CR-7389-01A-11D-2010-01	8	1822900	3384009	797	0.000000
TCGA-CR-7389-01A-11D-2010-01	8	3384165	3384744	5	-0.806416
TCGA-CR-7389-01A-11D-2010-01	8	3387299	145232496	80214	0.000000
TCGA-CR-7389-01A-11D-2010-01	9	789932	1540281	155	1.204653
TCGA-CR-7389-01A-11D-2010-01	9	1540499	9098698	4957	0.157946
TCGA-CR-7389-01A-11D-2010-01	9	9102393	9415021	127	-0.396712
TCGA-CR-7389-01A-11D-2010-01	9	9416161	9992690	320	0.000000
TCGA-CR-7389-01A-11D-2010-01	9	9993699	10657969	368	0.832400
TCGA-CR-7389-01A-11D-2010-01	9	10657975	13986757	1312	0.281963
TCGA-CR-7389-01A-11D-2010-01	9	13987524	38746451	16098	0.000000
TCGA-CR-7389-01A-11D-2010-01	9	38746473	82583014	8126	0.240939
TCGA-CR-7389-01A-11D-2010-01	9	82583602	82873547	178	0.470559
TCGA-CR-7389-01A-11D-2010-01	9	82873587	107506490	15620	0.000000
TCGA-CR-7389-01A-11D-2010-01	9	107508626	123574946	11598	0.651729
TCGA-CR-7389-01A-11D-2010-01	9	123577515	138679186	8583	0.000000
TCGA-CR-7389-01A-11D-2010-01	9	138684669	140938752	605	-0.469928
TCGA-CR-7389-01A-11D-2010-01	10	415240	135225087	80905	0.000000
TCGA-CR-7389-01A-11D-2010-01	11	456120	4098780	1303	-0.418970
TCGA-CR-7389-01A-11D-2010-01	11	4099013	134140152	75971	0.000000
TCGA-CR-7389-01A-11D-2010-01	12	889902	6652227	3639	-0.389691
TCGA-CR-7389-01A-11D-2010-01	12	6652328	6652761	5	1.062267
TCGA-CR-7389-01A-11D-2010-01	12	6671132	99674521	51684	0.000000
TCGA-CR-7389-01A-11D-2010-01	12	99675006	99770143	55	-0.413071
TCGA-CR-7389-01A-11D-2010-01	12	99771151	133161346	18592	0.000000
TCGA-CR-7389-01A-11D-2010-01	13	19450806	114987458	56669	0.000000
TCGA-CR-7389-01A-11D-2010-01	14	20501368	91353825	40757	0.000000
TCGA-CR-7389-01A-11D-2010-01	14	91354468	105988038	8710	0.970694
TCGA-CR-7389-01A-11D-2010-01	15	23687685	101884307	44548	0.000000
TCGA-CR-7389-01A-11D-2010-01	16	653459	54527140	19116	0.000000
TCGA-CR-7389-01A-11D-2010-01	16	54532458	54558112	17	0.766169
TCGA-CR-7389-01A-11D-2010-01	16	54558562	89379936	21678	0.000000
TCGA-CR-7389-01A-11D-2010-01	17	987221	1009463	12	0.585422
TCGA-CR-7389-01A-11D-2010-01	17	1024394	80917016	36985	0.000000
TCGA-CR-7389-01A-11D-2010-01	18	329586	77107934	42680	0.000000
TCGA-CR-7389-01A-11D-2010-01	19	284018	58878226	23957	0.000000
TCGA-CR-7389-01A-11D-2010-01	20	455764	62219837	37299	0.000000
TCGA-CR-7389-01A-11D-2010-01	21	15347621	38141045	14541	0.000000
TCGA-CR-7389-01A-11D-2010-01	21	38163515	47678774	6050	-0.468230
TCGA-CR-7389-01A-11D-2010-01	22	17423930	18002160	340	0.000000
TCGA-CR-7389-01A-11D-2010-01	22	18010706	18613737	418	0.829387
TCGA-CR-7389-01A-11D-2010-01	22	22096802	49331012	16179	0.000000
TCGA-CR-7389-01A-11D-2010-01	X	3157107	26456645	10024	0.250683
TCGA-CR-7389-01A-11D-2010-01	X	26458079	26481071	20	1.160388
TCGA-CR-7389-01A-11D-2010-01	X	26481645	27030478	304	0.400084
TCGA-CR-7389-01A-11D-2010-01	X	27031991	154905589	53465	0.000000
TCGA-CR-7390-01A-11D-2010-01	1	3218610	119609935	67246	0.000000
TCGA-CR-7390-01A-11D-2010-01	1	119610183	119647946	23	-0.424074
TCGA-CR-7390-01A-11D-2010-01	1	119657824	174540034	15886	0.337333
TCGA-CR-7390-01A-11D-2010-01	1	174541394	174606943	19	-0.352475
TCGA-CR-7390-01A-11D-2010-01	1	174614632	247813706	46023	0.000000
TCGA-CR-7390-01A-11D-2010-01	2	484222	18923545	11786	0.670482
TCGA-CR-7390-01A-11D-2010-01	2	18924471	19400141	319	0.000000
TCGA-CR-7390-01A-11D-2010-01	2	19403510	24228096	3089	0.676783
TCGA-CR-7390-01A-11D-2010-01	2	24230020	24302246	34	1.490809
TCGA-CR-7390-01A-11D-2010-01	2	24302880	60191884	19827	0.676783
TCGA-CR-7390-01A-11D-2010-01	2	60192658	60202239	8	-0.466579
TCGA-CR-7390-01A-11D-2010-01	2	60202617	81818062	12096	0.669556
TCGA-CR-7390-01A-11D-2010-01	2	81828669	81901984	35	1.364756
TCGA-CR-7390-01A-11D-2010-01	2	81902711	95362252	3149	0.669556
TCGA-CR-7390-01A-11D-2010-01	2	95369126	98505403	766	2.125875
TCGA-CR-7390-01A-11D-2010-01	2	98509797	98695955	89	1.346841
TCGA-CR-7390-01A-11D-2010-01	2	98697789	121661773	12273	0.317871
TCGA-CR-7390-01A-11D-2010-01	2	121667962	122599911	559	2.406093
TCGA-CR-7390-01A-11D-2010-01	2	122601302	122811368	116	1.425228
TCGA-CR-7390-01A-11D-2010-01	2	122812115	138173176	7613	0.000000
TCGA-CR-7390-01A-11D-2010-01	2	138173515	138264341	44	-0.414360
TCGA-CR-7390-01A-11D-2010-01	2	138272955	141904550	1686	0.000000
TCGA-CR-7390-01A-11D-2010-01	2	141905118	142055133	86	-0.310032
TCGA-CR-7390-01A-11D-2010-01	2	142060797	172946527	17975	0.000000
TCGA-CR-7390-01A-11D-2010-01	2	172953977	178355541	3517	2.713831
TCGA-CR-7390-01A-11D-2010-01	2	178358233	242476062	36281	0.000000
TCGA-CR-7390-01A-11D-2010-01	3	2212571	90485962	50932	0.000000
TCGA-CR-7390-01A-11D-2010-01	3	93734671	143797695	28069	0.967220
TCGA-CR-7390-01A-11D-2010-01	3	143801059	143830121	19	-0.806175
TCGA-CR-7390-01A-11D-2010-01	3	143833749	187830883	22530	1.124445
TCGA-CR-7390-01A-11D-2010-01	3	187833695	188087424	208	2.526199
TCGA-CR-7390-01A-11D-2010-01	3	188096243	197538677	4663	1.319578
TCGA-CR-7390-01A-11D-2010-01	4	1053934	48068783	28165	0.000000
TCGA-CR-7390-01A-11D-2010-01	4	48068826	73339178	11164	0.340635
TCGA-CR-7390-01A-11D-2010-01	4	73341292	73379999	28	-0.103305
TCGA-CR-7390-01A-11D-2010-01	4	73388941	91170676	10668	0.357732
TCGA-CR-7390-01A-11D-2010-01	4	91175710	91298087	94	-0.108138
TCGA-CR-7390-01A-11D-2010-01	4	91298921	99299515	4221	0.355282
TCGA-CR-7390-01A-11D-2010-01	4	99300263	153103707	29391	0.000000
TCGA-CR-7390-01A-11D-2010-01	4	153108187	153396673	119	-0.728804
TCGA-CR-7390-01A-11D-2010-01	4	153402204	160402338	4204	0.000000
TCGA-CR-7390-01A-11D-2010-01	4	160405622	160656799	149	0.796069
TCGA-CR-7390-01A-11D-2010-01	4	160658154	188762240	14579	0.000000
TCGA-CR-7390-01A-11D-2010-01	5	914233	1020354	50	0.000000
TCGA-CR-7390-01A-11D-2010-01	5	1287540	2882812	914	0.692787
TCGA-CR-7390-01A-11D-2010-01	5	2883581	9234736	5075	0.000000
TCGA-CR-7390-01A-11D-2010-01	5	9235256	9319587	51	-0.361669
TCGA-CR-7390-01A-11D-2010-01	5	9320623	19370718	5592	0.000000
TCGA-CR-7390-01A-11D-2010-01	5	19375151	22612271	1485	0.671222
TCGA-CR-7390-01A-11D-2010-01	5	22612728	58318309	17969	0.000000
TCGA-CR-7390-01A-11D-2010-01	5	58318563	58619917	209	-0.400320
TCGA-CR-7390-01A-11D-2010-01	5	58620440	180360469	69203	0.000000
TCGA-CR-7390-01A-11D-2010-01	6	1014281	14244338	9489	0.000000
TCGA-CR-7390-01A-11D-2010-01	6	14245059	14488468	175	-0.425178
TCGA-CR-7390-01A-11D-2010-01	6	14489021	136884234	66816	0.000000
TCGA-CR-7390-01A-11D-2010-01	6	136888192	137050896	123	-0.342277
TCGA-CR-7390-01A-11D-2010-01	6	137053957	170903919	19929	0.000000
TCGA-CR-7390-01A-11D-2010-01	7	705284	158385118	81355	0.000000
TCGA-CR-7390-01A-11D-2010-01	8	617667	2855892	850	0.000000
TCGA-CR-7390-01A-11D-2010-01	8	2856260	2988768	111	-0.318573
TCGA-CR-7390-01A-11D-2010-01	8	2990407	3548234	547	-0.738586
TCGA-CR-7390-01A-11D-2010-01	8	3655372	4865431	725	0.000000
TCGA-CR-7390-01A-11D-2010-01	8	4867875	4921178	47	0.384687
TCGA-CR-7390-01A-11D-2010-01	8	4923859	16362371	5562	0.000000
TCGA-CR-7390-01A-11D-2010-01	8	16362610	29523536	9377	-0.357016
TCGA-CR-7390-01A-11D-2010-01	8	29526032	31097266	940	-0.706997
TCGA-CR-7390-01A-11D-2010-01	8	31098791	31616406	314	-0.357016
TCGA-CR-7390-01A-11D-2010-01	8	31619224	40968017	5149	3.656854
TCGA-CR-7390-01A-11D-2010-01	8	40970391	41746303	499	2.572236
TCGA-CR-7390-01A-11D-2010-01	8	41747372	47464065	652	0.000000
TCGA-CR-7390-01A-11D-2010-01	8	47465443	50857345	1545	0.355772
TCGA-CR-7390-01A-11D-2010-01	8	50988706	68357996	10074	0.000000
TCGA-CR-7390-01A-11D-2010-01	8	68363914	68406165	30	-0.430227
TCGA-CR-7390-01A-11D-2010-01	8	68406704	68981979	448	0.000000
TCGA-CR-7390-01A-11D-2010-01	8	68987110	69056000	61	0.497527
TCGA-CR-7390-01A-11D-2010-01	8	69064760	88711835	10942	0.000000
TCGA-CR-7390-01A-11D-2010-01	8	88714321	145232496	33703	0.712080
TCGA-CR-7390-01A-11D-2010-01	9	789932	5423103	3268	0.000000
TCGA-CR-7390-01A-11D-2010-01	9	5564748	6256144	370	-0.360739
TCGA-CR-7390-01A-11D-2010-01	9	7055253	7914480	686	0.678824
TCGA-CR-7390-01A-11D-2010-01	9	7915552	9045011	739	0.177390
TCGA-CR-7390-01A-11D-2010-01	9	9045932	33075451	14888	0.000000
TCGA-CR-7390-01A-11D-2010-01	9	33079006	33354236	207	0.788300
TCGA-CR-7390-01A-11D-2010-01	9	33368648	35084366	882	0.000000
TCGA-CR-7390-01A-11D-2010-01	9	35085433	36266363	622	0.442675
TCGA-CR-7390-01A-11D-2010-01	9	36270267	140938752	46385	0.000000
TCGA-CR-7390-01A-11D-2010-01	10	415240	34510889	23698	0.000000
TCGA-CR-7390-01A-11D-2010-01	10	34511990	34554820	28	-0.437932
TCGA-CR-7390-01A-11D-2010-01	10	34561923	34580891	13	0.112278
TCGA-CR-7390-01A-11D-2010-01	10	34580927	34768456	115	-0.341537
TCGA-CR-7390-01A-11D-2010-01	10	34771801	135225087	57051	0.000000
TCGA-CR-7390-01A-11D-2010-01	11	456120	48349510	30078	0.000000
TCGA-CR-7390-01A-11D-2010-01	11	48352279	74508609	8989	0.375778
TCGA-CR-7390-01A-11D-2010-01	11	74510156	118925935	27708	0.000000
TCGA-CR-7390-01A-11D-2010-01	11	118931099	119005088	51	-0.395256
TCGA-CR-7390-01A-11D-2010-01	11	119005485	134140152	10448	0.000000
TCGA-CR-7390-01A-11D-2010-01	12	889902	61687369	31844	0.000000
TCGA-CR-7390-01A-11D-2010-01	12	61693491	62442788	476	0.216679
TCGA-CR-7390-01A-11D-2010-01	12	62455504	62640644	118	2.650546
TCGA-CR-7390-01A-11D-2010-01	12	62644274	64544212	1094	1.637633
TCGA-CR-7390-01A-11D-2010-01	12	64545702	70803254	4158	0.840215
TCGA-CR-7390-01A-11D-2010-01	12	70806679	133161346	36285	0.000000
TCGA-CR-7390-01A-11D-2010-01	13	19450806	39533011	12638	-0.384814
TCGA-CR-7390-01A-11D-2010-01	13	39533590	114987458	44031	0.000000
TCGA-CR-7390-01A-11D-2010-01	14	20501368	52933397	16992	0.000000
TCGA-CR-7390-01A-11D-2010-01	14	52936187	53027452	43	0.440362
TCGA-CR-7390-01A-11D-2010-01	14	53029285	105988038	32432	0.000000
TCGA-CR-7390-01A-11D-2010-01	15	23687685	101884307	44548	0.000000
TCGA-CR-7390-01A-11D-2010-01	16	653459	89379936	40811	0.000000
TCGA-CR-7390-01A-11D-2010-01	17	987221	80917016	36997	0.000000
TCGA-CR-7390-01A-11D-2010-01	18	329586	77107934	42680	0.000000
TCGA-CR-7390-01A-11D-2010-01	19	284018	28384773	9055	0.000000
TCGA-CR-7390-01A-11D-2010-01	19	28386386	30378876	1607	-0.372527
TCGA-CR-7390-01A-11D-2010-01	19	30382460	33655981	2186	0.000000
TCGA-CR-7390-01A-11D-2010-01	19	33659261	35199728	1001	0.322716
TCGA-CR-7390-01A-11D-2010-01	19	35201954	36062455	556	1.061265
TCGA-CR-7390-01A-11D-2010-01	19	36067619	36268048	72	3.127930
TCGA-CR-7390-01A-11D-2010-01	19	36270314	46480294	4405	0.000000
TCGA-CR-7390-01A-11D-2010-01	19	46490569	46746214	144	-0.380554
TCGA-CR-7390-01A-11D-2010-01	19	46747713	47344526	247	0.000000
TCGA-CR-7390-01A-11D-2010-01	19	47351961	58878226	4684	-0.381564
TCGA-CR-7390-01A-11D-2010-01	20	455764	4887784	2740	0.000000
TCGA-CR-7390-01A-11D-2010-01	20	4890355	4939945	39	-0.392794
TCGA-CR-7390-01A-11D-2010-01	20	4941291	62219837	34520	0.000000
TCGA-CR-7390-01A-11D-2010-01	21	15347621	18633839	2000	0.000000
TCGA-CR-7390-01A-11D-2010-01	21	18633892	19099126	262	0.365262
TCGA-CR-7390-01A-11D-2010-01	21	19099907	47678774	18329	0.000000
TCGA-CR-7390-01A-11D-2010-01	22	17423930	49331012	16937	0.000000
TCGA-CR-7390-01A-11D-2010-01	X	3157107	57019499	23447	0.000000
TCGA-CR-7390-01A-11D-2010-01	X	57022610	58309392	465	0.113890
TCGA-CR-7390-01A-11D-2010-01	X	58312455	69619466	2910	0.000000
TCGA-CR-7390-01A-11D-2010-01	X	69621830	69783713	77	0.506371
TCGA-CR-7390-01A-11D-2010-01	X	69784177	77961229	2516	0.000000
TCGA-CR-7390-01A-11D-2010-01	X	77964035	113470387	15797	0.800724
TCGA-CR-7390-01A-11D-2010-01	X	113474983	113487997	18	-0.121113
TCGA-CR-7390-01A-11D-2010-01	X	113488873	154905589	18583	0.846631
TCGA-CR-7391-01A-11D-2010-01	1	3218610	247813706	129197	0.000000
TCGA-CR-7391-01A-11D-2010-01	2	484222	242476062	131348	0.000000
TCGA-CR-7391-01A-11D-2010-01	3	2212571	197538677	106421	0.000000
TCGA-CR-7391-01A-11D-2010-01	4	1053934	178426799	97970	0.000000
TCGA-CR-7391-01A-11D-2010-01	4	178429837	178439917	9	-0.997185
TCGA-CR-7391-01A-11D-2010-01	4	178451577	188762240	4803	0.000000
TCGA-CR-7391-01A-11D-2010-01	5	914233	180360469	100548	0.000000
TCGA-CR-7391-01A-11D-2010-01	6	1014281	170903919	96532	0.000000
TCGA-CR-7391-01A-11D-2010-01	7	705284	158385118	81355	0.000000
TCGA-CR-7391-01A-11D-2010-01	8	617667	145232496	81576	0.000000
TCGA-CR-7391-01A-11D-2010-01	9	789932	38683287	23286	0.000000
TCGA-CR-7391-01A-11D-2010-01	9	38689855	38722798	31	0.741231
TCGA-CR-7391-01A-11D-2010-01	9	38726162	140938752	44730	0.000000
TCGA-CR-7391-01A-11D-2010-01	10	415240	135225087	80905	0.000000
TCGA-CR-7391-01A-11D-2010-01	11	456120	134140152	77274	0.000000
TCGA-CR-7391-01A-11D-2010-01	12	889902	133161346	73975	0.000000
TCGA-CR-7391-01A-11D-2010-01	13	19450806	114987458	56669	0.000000
TCGA-CR-7391-01A-11D-2010-01	14	20501368	41730948	11448	0.000000
TCGA-CR-7391-01A-11D-2010-01	14	41734404	41767386	20	0.723850
TCGA-CR-7391-01A-11D-2010-01	14	41773741	105988038	37999	0.000000
TCGA-CR-7391-01A-11D-2010-01	15	23687685	101884307	44548	0.000000
TCGA-CR-7391-01A-11D-2010-01	16	653459	87521355	40359	0.000000
TCGA-CR-7391-01A-11D-2010-01	16	87522129	87571083	20	0.597277
TCGA-CR-7391-01A-11D-2010-01	16	87571161	89379936	432	0.000000
TCGA-CR-7391-01A-11D-2010-01	17	987221	80917016	36997	0.000000
TCGA-CR-7391-01A-11D-2010-01	18	329586	77107934	42680	0.000000
TCGA-CR-7391-01A-11D-2010-01	19	284018	58878226	23957	0.000000
TCGA-CR-7391-01A-11D-2010-01	20	455764	62219837	37299	0.000000
TCGA-CR-7391-01A-11D-2010-01	21	15347621	47678774	20591	0.000000
TCGA-CR-7391-01A-11D-2010-01	22	17423930	49331012	16937	0.000000
TCGA-CR-7391-01A-11D-2010-01	X	3157107	145094642	59767	0.000000
TCGA-CR-7391-01A-11D-2010-01	X	145095573	145177691	56	-0.903960
TCGA-CR-7391-01A-11D-2010-01	X	145177733	154905589	3990	0.000000
TCGA-CR-7392-01A-11D-2010-01	1	3218610	247813706	129197	0.000000
TCGA-CR-7392-01A-11D-2010-01	2	484222	242476062	131348	0.000000
TCGA-CR-7392-01A-11D-2010-01	3	2212571	197538677	106421	0.000000
TCGA-CR-7392-01A-11D-2010-01	4	1053934	188762240	102782	0.000000
TCGA-CR-7392-01A-11D-2010-01	5	914233	180360469	100548	0.000000
TCGA-CR-7392-01A-11D-2010-01	6	1014281	51697567	30489	0.000000
TCGA-CR-7392-01A-11D-2010-01	6	51699404	54702855	2023	0.716196
TCGA-CR-7392-01A-11D-2010-01	6	54707617	170903919	64020	0.000000
TCGA-CR-7392-01A-11D-2010-01	7	705284	158385118	81355	0.000000
TCGA-CR-7392-01A-11D-2010-01	8	617667	145232496	81576	0.000000
TCGA-CR-7392-01A-11D-2010-01	9	789932	140938752	68047	0.000000
TCGA-CR-7392-01A-11D-2010-01	10	415240	135225087	80905	0.000000
TCGA-CR-7392-01A-11D-2010-01	11	456120	33302363	20937	0.000000
TCGA-CR-7392-01A-11D-2010-01	11	33484774	40727066	4492	0.400728
TCGA-CR-7392-01A-11D-2010-01	11	40731396	41736280	732	1.225625
TCGA-CR-7392-01A-11D-2010-01	11	41737042	50005651	4365	0.400728
TCGA-CR-7392-01A-11D-2010-01	11	50012186	134140152	46748	0.000000
TCGA-CR-7392-01A-11D-2010-01	12	889902	133161346	73975	0.000000
TCGA-CR-7392-01A-11D-2010-01	13	19450806	107968153	52331	0.000000
TCGA-CR-7392-01A-11D-2010-01	13	107970770	107977851	7	-1.186282
TCGA-CR-7392-01A-11D-2010-01	13	107987382	114987458	4331	0.000000
TCGA-CR-7392-01A-11D-2010-01	14	20501368	105988038	49467	0.000000
TCGA-CR-7392-01A-11D-2010-01	15	23687685	101884307	44548	0.000000
TCGA-CR-7392-01A-11D-2010-01	16	653459	5075633	1631	0.000000
TCGA-CR-7392-01A-11D-2010-01	16	5077452	5300647	87	-0.985900
TCGA-CR-7392-01A-11D-2010-01	16	5301991	89379936	39093	0.000000
TCGA-CR-7392-01A-11D-2010-01	17	987221	80917016	36997	0.000000
TCGA-CR-7392-01A-11D-2010-01	18	329586	77107934	42680	0.000000
TCGA-CR-7392-01A-11D-2010-01	19	284018	58878226	23957	0.000000
TCGA-CR-7392-01A-11D-2010-01	20	455764	62219837	37299	0.000000
TCGA-CR-7392-01A-11D-2010-01	21	15347621	47678774	20591	0.000000
TCGA-CR-7392-01A-11D-2010-01	22	17423930	49331012	16937	0.000000
TCGA-CR-7392-01A-11D-2010-01	X	3157107	154905589	63813	0.000000
TCGA-CR-7393-01A-11D-2010-01	1	3218610	247813706	129197	0.000000
TCGA-CR-7393-01A-11D-2010-01	2	484222	242476062	131348	0.000000
TCGA-CR-7393-01A-11D-2010-01	3	2212571	29558226	16110	0.000000
TCGA-CR-7393-01A-11D-2010-01	3	29561388	29567211	7	-0.968977
TCGA-CR-7393-01A-11D-2010-01	3	29567393	197538677	90304	0.000000
TCGA-CR-7393-01A-11D-2010-01	4	1053934	188762240	102782	0.000000
TCGA-CR-7393-01A-11D-2010-01	5	914233	112916596	59942	0.000000
TCGA-CR-7393-01A-11D-2010-01	5	112916748	112937932	15	0.888459
TCGA-CR-7393-01A-11D-2010-01	5	112988841	180360469	40591	0.000000
TCGA-CR-7393-01A-11D-2010-01	6	1014281	170903919	96532	0.000000
TCGA-CR-7393-01A-11D-2010-01	7	705284	158385118	81355	0.000000
TCGA-CR-7393-01A-11D-2010-01	8	617667	145232496	81576	0.000000
TCGA-CR-7393-01A-11D-2010-01	9	789932	140938752	68047	0.000000
TCGA-CR-7393-01A-11D-2010-01	10	415240	67180121	38755	0.000000
TCGA-CR-7393-01A-11D-2010-01	10	67182256	67186972	6	-1.031249
TCGA-CR-7393-01A-11D-2010-01	10	67193355	135225087	42144	0.000000
TCGA-CR-7393-01A-11D-2010-01	11	456120	134140152	77274	0.000000
TCGA-CR-7393-01A-11D-2010-01	12	889902	133161346	73975	0.000000
TCGA-CR-7393-01A-11D-2010-01	13	19450806	114987458	56669	0.000000
TCGA-CR-7393-01A-11D-2010-01	14	20501368	105988038	49467	0.000000
TCGA-CR-7393-01A-11D-2010-01	15	23687685	101884307	44548	0.000000
TCGA-CR-7393-01A-11D-2010-01	16	653459	89379936	40811	0.000000
TCGA-CR-7393-01A-11D-2010-01	17	987221	80917016	36997	0.000000
TCGA-CR-7393-01A-11D-2010-01	18	329586	77107934	42680	0.000000
TCGA-CR-7393-01A-11D-2010-01	19	284018	58878226	23957	0.000000
TCGA-CR-7393-01A-11D-2010-01	20	455764	62219837	37299	0.000000
TCGA-CR-7393-01A-11D-2010-01	21	15347621	47678774	20591	0.000000
TCGA-CR-7393-01A-11D-2010-01	22	17423930	49331012	16937	0.000000
TCGA-CR-7393-01A-11D-2010-01	X	3157107	154905589	63813	0.000000
TCGA-CR-7394-01A-11D-2010-01	1	3218610	71243479	38673	0.000000
TCGA-CR-7394-01A-11D-2010-01	1	71244830	71246668	5	-1.024397
TCGA-CR-7394-01A-11D-2010-01	1	71250754	247813706	90519	0.000000
TCGA-CR-7394-01A-11D-2010-01	2	484222	242476062	131348	0.000000
TCGA-CR-7394-01A-11D-2010-01	3	2212571	197538677	106421	0.000000
TCGA-CR-7394-01A-11D-2010-01	4	1053934	188762240	102782	0.000000
TCGA-CR-7394-01A-11D-2010-01	5	914233	180360469	100548	0.000000
TCGA-CR-7394-01A-11D-2010-01	6	1014281	170903919	96532	0.000000
TCGA-CR-7394-01A-11D-2010-01	7	705284	158385118	81355	0.000000
TCGA-CR-7394-01A-11D-2010-01	8	617667	145232496	81576	0.000000
TCGA-CR-7394-01A-11D-2010-01	9	789932	140938752	68047	0.000000
TCGA-CR-7394-01A-11D-2010-01	10	415240	135225087	80905	0.000000
TCGA-CR-7394-01A-11D-2010-01	11	456120	106339209	58500	0.000000
TCGA-CR-7394-01A-11D-2010-01	11	106340001	106506599	114	0.892623
TCGA-CR-7394-01A-11D-2010-01	11	106507197	134140152	18660	0.000000
TCGA-CR-7394-01A-11D-2010-01	12	889902	55892963	28586	0.000000
TCGA-CR-7394-01A-11D-2010-01	12	55895579	55916588	13	0.969622
TCGA-CR-7394-01A-11D-2010-01	12	55917529	56736877	402	0.000000
TCGA-CR-7394-01A-11D-2010-01	12	56744549	56781444	13	0.810851
TCGA-CR-7394-01A-11D-2010-01	12	56791230	133161346	44961	0.000000
TCGA-CR-7394-01A-11D-2010-01	13	19450806	114987458	56669	0.000000
TCGA-CR-7394-01A-11D-2010-01	14	20501368	105988038	49467	0.000000
TCGA-CR-7394-01A-11D-2010-01	15	23687685	101884307	44548	0.000000
TCGA-CR-7394-01A-11D-2010-01	16	653459	89379936	40811	0.000000
TCGA-CR-7394-01A-11D-2010-01	17	987221	80917016	36997	0.000000
TCGA-CR-7394-01A-11D-2010-01	18	329586	77107934	42680	0.000000
TCGA-CR-7394-01A-11D-2010-01	19	284018	58878226	23957	0.000000
TCGA-CR-7394-01A-11D-2010-01	20	455764	62219837	37299	0.000000
TCGA-CR-7394-01A-11D-2010-01	21	15347621	47678774	20591	0.000000
TCGA-CR-7394-01A-11D-2010-01	22	17423930	49331012	16937	0.000000
TCGA-CR-7394-01A-11D-2010-01	X	3157107	154905589	63813	0.000000
TCGA-CR-7395-01A-11D-2010-01	1	3218610	247813706	129197	0.000000
TCGA-CR-7395-01A-11D-2010-01	2	484222	133526054	68783	0.000000
TCGA-CR-7395-01A-11D-2010-01	2	133529769	134020544	354	-0.389585
TCGA-CR-7395-01A-11D-2010-01	2	134020971	242476062	62211	0.000000
TCGA-CR-7395-01A-11D-2010-01	3	2212571	197538677	106421	0.000000
TCGA-CR-7395-01A-11D-2010-01	4	1053934	188762240	102782	0.000000
TCGA-CR-7395-01A-11D-2010-01	5	914233	180360469	100548	0.000000
TCGA-CR-7395-01A-11D-2010-01	6	1014281	170903919	96532	0.000000
TCGA-CR-7395-01A-11D-2010-01	7	705284	158385118	81355	0.000000
TCGA-CR-7395-01A-11D-2010-01	8	617667	3443121	1430	0.000000
TCGA-CR-7395-01A-11D-2010-01	8	3443289	3965376	331	-0.384619
TCGA-CR-7395-01A-11D-2010-01	8	3965925	145232496	79815	0.000000
TCGA-CR-7395-01A-11D-2010-01	9	789932	140938752	68047	0.000000
TCGA-CR-7395-01A-11D-2010-01	10	415240	135225087	80905	0.000000
TCGA-CR-7395-01A-11D-2010-01	11	456120	134140152	77274	0.000000
TCGA-CR-7395-01A-11D-2010-01	12	889902	133161346	73975	0.000000
TCGA-CR-7395-01A-11D-2010-01	13	19450806	114987458	56669	0.000000
TCGA-CR-7395-01A-11D-2010-01	14	20501368	105988038	49467	0.000000
